step,query_step,query_position,query,token,shift,revisit,threshold,active,event,top1_probability,top2_margin,logit_entropy
69,68,502, The, In,39.06061250697457,5.241500377110584,9.551288971644464,0,0,0.4728001,0.25,2.0823076
70,69,503, In,ca,36.98534591568669,3.85944175212877,9.551288971644464,0,0,0.99996567,10.375,0.0005678781
71,70,504,ca, Emperor,35.650827681484714,4.88824284535707,9.551288971644464,0,0,0.7390138,2.5,1.773251
72,71,505, Emperor, wore,30.141868988668758,3.6504794520951647,9.551288971644464,0,0,0.5029524,1.125,2.2026367
73,72,506, wore, each,31.614377999107038,3.2022972147069564,9.551288971644464,0,0,0.35963932,0.625,3.2122974
74,73,507, each, cloth,32.10435899061069,3.9221875245211257,9.551288971644464,0,0,0.97163016,3.875,0.2329386
75,74,508, cloth, only,26.643657700280933,2.377728813914784,9.551288971644464,0,0,0.8023143,1.875,0.9523198
76,75,509, only, once,22.61391955725233,1.8227046645821565,9.551288971644464,0,0,0.9999923,12.25,0.00016380084
77,76,510, once, before,22.32789258350031,1.2022415074684591,9.551288971644464,0,0,0.46669236,0.5,1.5337913
78,77,511, before, it,26.527658003498207,1.7484835410697463,6.45317390028775,0,0,0.609066,0.5,1.1245956
79,78,512, it, was,22.122302876675974,1.2445538318495573,6.45317390028775,0,0,0.99998474,11.625,0.00026303937
80,79,513, was, burnt,20.55578904314494,1.0797533410054634,6.374870359555469,0,0,0.8517312,1.75,0.6091558
81,80,514, burnt,",",30.238429632887815,2.7459784731392256,6.374870359555469,0,0,0.61304617,0.5,1.0742184
82,81,515,",", and,30.58825600546683,3.118161595132034,6.374870359555469,0,0,0.7333578,1.875,1.5418465
83,82,516, and, the,24.921479425230462,2.2376069078416982,6.374870359555469,0,0,0.22416973,0.0,3.3580256
84,83,517, the, chosen,27.24864615880749,2.773658859269044,6.374870359555469,0,0,0.87565094,3.25,1.0377079
85,84,518, chosen, women,46.09764500255052,8.525459953417187,4.976557228295448,1,1,0.9998627,9.375,0.0022602854
86,85,519, women, prepared,27.782477953849504,2.769525140337383,5.797547122372099,0,0,0.91989815,2.75,0.5302595
87,86,520, prepared, his,25.938552795607766,2.355669781540797,5.797547122372099,0,0,0.6387475,1.375,1.6900494
88,87,521, his, clothes,25.575272920408466,3.3627551910595392,5.073005631745141,0,0,0.8484187,2.0,0.7933394
89,88,522, clothes,.,28.577169309781556,3.1682485162933274,5.073005631745141,0,0,0.95759976,3.625,0.33814505
90,89,523,.,<|eot_id|>,49.6661543565127,10.685643471008545,5.073005631745141,1,1,0.8291793,2.625,1.2286359
