step,query_step,query_position,query,token,shift,revisit,threshold,active,event,top1_probability,top2_margin,logit_entropy
24,23,457, thread,.,33.878930456118646,3.651590592634484,5.740929870854351,0,0,0.72502965,1.5,1.1361763
25,24,458,., They,42.76677467329817,5.41514200588942,5.740929870854351,0,0,0.5454616,0.75,2.181309
26,25,459, They, were,32.980639014247856,3.694836712527069,5.740929870854351,0,0,0.53045213,0.625,1.9476894
27,26,460, were, held,19.878773164443267,1.4599755385148736,5.740929870854351,0,0,0.7363812,2.375,1.5716585
28,27,461, held, together,28.70239341886662,2.820365025319714,5.740929870854351,0,0,0.99997705,11.125,0.00041715562
29,28,462, together, by,19.21475771095999,1.379605342177267,5.740929870854351,0,0,0.96689934,3.375,0.20992765
30,29,463, by, large,25.149059932551445,1.9232136060911653,5.740929870854351,0,0,0.8807884,2.0,0.52726674
31,30,464, large, metal,21.739982875660303,1.3156152023903356,5.740929870854351,0,0,1.0,14.375,1.4810893e-05
32,31,465, metal, pins,19.730544333044232,0.8494416764521571,5.740929870854351,0,0,1.0,14.75,1.1383448e-05
33,32,466, pins, and,30.435007949729574,3.06632736005065,5.740929870854351,0,0,0.5612092,0.5,1.3352599
34,33,467, and, wore,29.037240053886617,2.948140814795804,5.740929870854351,0,0,0.17579217,0.0,3.7959192
35,34,468, wore, a,29.794847333892225,3.5792270388353815,5.740929870854351,0,0,0.44603074,1.25,3.3353667
36,35,469, a, he,29.068180619514674,4.2726459645016615,5.740929870854351,0,0,0.20722626,0.0,3.6768773
37,36,470, he,address,38.578018459774185,3.3287143881465346,5.740929870854351,0,0,0.9998913,9.5,0.0017999002
38,37,471,address, with,41.566557513172846,4.2724730544207405,5.740929870854351,0,0,0.98102677,4.625,0.19355065
39,38,472, with, a,20.572451665812252,0.7489936513850076,5.506250965140591,0,0,0.8229244,2.5,1.0460534
40,39,473, a, special,17.459071481049428,0.9286236971801818,4.558269974848601,0,0,0.70939696,1.0,1.0261694
41,40,474, special, fringe,19.918726915689938,1.2942856659761817,4.558269974848601,0,0,0.9998551,8.875,0.0020925866
42,41,475, fringe, of,22.160190086236316,1.4267177154248216,4.2725162819409706,0,0,0.9953587,5.75,0.050157674
43,42,476, of, gold,23.093449653619047,2.1109749703583516,4.2725162819409706,0,0,0.99997705,11.5,0.00044636216
44,43,477, gold, and,25.10770334872439,2.5777866090590504,4.2725162819409706,0,0,0.99963963,8.75,0.0053958637
45,44,478, and, feathers,32.57907104046547,5.190146378782863,4.2725162819409706,1,1,0.9999427,11.0,0.0011195326
46,45,479, feathers,.,35.075116748209396,5.105964186781394,4.5020210680719615,1,0,0.53103524,0.5,1.8853037
47,46,480,., The,37.64631194194675,5.187121276884667,5.127009734781762,1,0,0.3736164,0.75,3.2257512
48,47,481, The, basic,33.46310621097551,3.5503904542969313,5.1878775523592155,0,0,0.2968849,0.125,3.1117887
49,48,482, basic, clothes,27.867844395751057,2.8853136174753464,5.1878775523592155,0,0,0.36703697,0.375,3.0614552
50,49,483, clothes, were,20.742795370349217,1.001619212943667,5.1878775523592155,0,0,0.37164837,0.25,2.1952353
51,50,484, were, simple,20.707088247799,1.3146324140864016,5.1878775523592155,0,0,0.43726444,0.75,2.2529273
52,51,485, simple, tun,23.579494289819838,1.3566125267848292,5.1878775523592155,0,0,0.94768435,3.375,0.40066367
53,52,486, tun,ics,31.04516262526331,1.8533845484001046,5.1878775523592155,0,0,1.0,16.875,4.54449e-06
54,53,487,ics, for,25.73080403865711,1.7836553468271172,5.1878775523592155,0,0,0.88451236,2.75,0.7175888
55,54,488, for, men,23.58513718464973,1.3149947101530837,5.1878775523592155,0,0,0.9992602,7.5,0.009754208
56,55,489, men, and,27.01862527204495,1.9886805077867424,5.1878775523592155,0,0,0.61115247,1.125,1.4509575
57,56,490, and, full,25.963966001576487,2.0246117070287735,5.1878775523592155,0,0,0.98322594,4.25,0.13643707
58,57,491, full,-length,25.15760873002234,1.66479738369021,5.1878775523592155,0,0,0.99292785,5.0,0.06368405
59,58,492,-length, skirts,15.957009458303908,0.608332706138685,5.1878775523592155,0,0,0.9987781,7.5,0.016112937
60,59,493, skirts, for,20.247437333000786,1.1867746947662414,5.1878775523592155,0,0,0.99942803,7.875,0.00799738
61,60,494, for, women,24.552334414947236,2.097662218849983,5.1878775523592155,0,0,0.9999962,13.25,0.00011314088
62,61,495, women,",",24.622853502052116,1.880243460210205,5.126253459307212,0,0,0.7288509,1.0,0.8734518
63,62,496,",", with,22.66008827628218,1.8287163213028763,3.959573159943865,0,0,0.28236708,0.0,2.5021908
64,63,497, with, men,21.376062528127314,2.017335040087657,3.0515828266807428,0,0,0.54485947,0.625,1.8529536
65,64,498, men, wearing,22.494479778815197,1.4600106425780806,2.294575068506324,0,0,0.7326224,1.25,1.1817583
66,65,499, wearing, a,18.033350555753042,0.9018752080540194,2.042874334984076,0,0,0.8876728,2.125,0.55760956
67,66,500, a, cloak,15.348743806692998,0.6506198020431738,2.042874334984076,0,0,0.99892294,7.75,0.015215929
68,67,501, cloak, over,20.84587377435722,1.1709525987244107,2.042874334984076,0,0,0.86366343,1.875,0.60526633
69,68,502, over, their,19.383035350991975,1.4515666188807108,2.042874334984076,0,0,0.6791318,0.75,0.9063947
70,69,503, their, t,17.464540769461184,0.8843895070449674,2.042874334984076,0,0,0.8518823,1.75,0.606557
71,70,504, t,unic,64.50331419854572,6.685968882361215,2.042874334984076,1,1,0.9989705,7.875,0.015035604
72,71,505,unic, and,67.13697057557798,7.56894258718949,3.2447388847277914,1,0,0.6993839,0.875,0.9431602
73,72,506, and, both,25.092797099424764,2.5349048528893103,6.9067123085682836,0,0,0.9752154,4.5,0.22666496
74,73,507, both, men,24.063381736998863,2.0237459362804744,6.9067123085682836,0,0,0.59366477,0.875,1.5498161
75,74,508, men, and,21.212078298132717,1.6641593053342831,6.9067123085682836,0,0,0.9999962,13.875,6.296552e-05
76,75,509, and, women,22.638007787803886,2.018239502846801,6.9067123085682836,0,0,0.9999962,12.125,0.00010983054
77,76,510, women, wearing,24.79064478518364,2.202546174304712,6.9067123085682836,0,0,0.6773854,1.0,1.1759489
78,77,511, wearing, a,20.39522798354564,1.271040530377784,6.9067123085682836,0,0,0.9576272,3.125,0.25622246
79,78,512, a, cap,15.080827233117327,0.5179732492476803,6.9067123085682836,0,0,0.9996644,8.5,0.005190391
80,79,513, cap, with,22.685291299393448,1.7069815540474362,6.9067123085682836,0,0,0.78953063,1.5,0.92575496
81,80,514, with, a,21.968922138777174,1.4370605705330481,6.9067123085682836,0,0,0.99865246,7.25,0.016759783
82,81,515, a, folded,16.05390876708193,0.7770299254277614,6.9067123085682836,0,0,0.97835845,4.0,0.16655576
83,82,516, folded, piece,20.618273878981366,1.409219384137181,6.9067123085682836,0,0,0.98407966,4.125,0.11807781
84,83,517, piece, of,57.9833199178809,13.003364708002138,6.9067123085682836,1,1,0.9954424,5.625,0.046768896
85,84,518, of, cloth,53.64534648864685,11.984254898046103,8.927548117392652,1,0,0.9999504,10.0,0.0008385857
86,85,519, cloth, tied,21.163929470042675,1.818386980154439,12.239032350535112,0,0,0.6009274,0.5,1.1798706
87,86,520, tied, on,18.39775652382493,0.600889706531174,12.239032350535112,0,0,0.5430045,0.25,1.2249476
88,87,521, on, it,17.42924325444855,0.5559122746826557,12.239032350535112,0,0,0.90214884,2.625,0.56431437
89,88,522, it,.,39.48702345936492,7.1885122563148,12.239032350535112,0,0,0.9900175,5.375,0.09905862
90,89,523,.,<|eot_id|>,41.43886034210405,5.9605920209762875,12.239032350535112,0,0,0.93338704,3.0,0.49928677
