position,passage,token_id,token_piece,token,context
187,1,26,;,;,ate. 3  Combine the beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the
188,1,4546,Ġbring, bring,te. 3  Combine the beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer;
189,1,311,Ġto, to, Combine the beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; ad
190,1,264,Ġa, a,mbine the beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add 
191,1,44790,Ġboil, boil,ine the beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the r
192,1,13,.,.,he beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the re
193,1,220,Ġ, ,e beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red
194,1,19,4,4, beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red 
195,1,220,Ġ, ,beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red p
196,1,3804,ĠSub, Sub,eer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red peppe
197,1,19590,merge,merge,and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red pepper fla
198,1,279,Ġthe, the,"nions in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes,"
199,1,117845,Ġbrat, brat,"s in a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garl"
200,1,86,w,w,"a large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garli"
201,1,33712,urst,urst," large pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic po"
202,1,304,Ġin, in,"ge pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic powde"
203,1,279,Ġthe, the,"pot; bring to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic powder, s"
204,1,13179,Ġbeer, beer," bring to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic powder, salt, "
205,1,26,;,;,"g to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic powder, salt, a"
206,1,923,Ġadd, add," to a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic powder, salt, and p"
207,1,279,Ġthe, the,"a boil. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic powder, salt, and peppe"
208,1,2579,Ġred, red,"il. 4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic powder, salt, and pepper."
209,1,25349,Ġpepper, pepper,"4  Submerge the bratwurst in the beer; add the red pepper flakes, garlic powder, salt, and pepper."
210,1,82723,Ġflakes, flakes,"erge the bratwurst in the beer; add the red pepper flakes, garlic powder, salt, and pepper."
211,1,11,",",",","e bratwurst in the beer; add the red pepper flakes, garlic powder, salt, and pepper."
212,1,31735,Ġgarlic, garlic," bratwurst in the beer; add the red pepper flakes, garlic powder, salt, and pepper."
213,1,17138,Ġpowder, powder,"rst in the beer; add the red pepper flakes, garlic powder, salt, and pepper."
214,1,11,",",",","the beer; add the red pepper flakes, garlic powder, salt, and pepper."
215,1,12290,Ġsalt, salt,"he beer; add the red pepper flakes, garlic powder, salt, and pepper."
216,1,11,",",",","er; add the red pepper flakes, garlic powder, salt, and pepper."
217,1,323,Ġand, and,"r; add the red pepper flakes, garlic powder, salt, and pepper."
218,1,25349,Ġpepper, pepper,"dd the red pepper flakes, garlic powder, salt, and pepper."
219,1,382,.ĊĊ,".

","red pepper flakes, garlic powder, salt, and pepper."
225,2,16,1,1,1 Prick bratwurst with fork to prevent them from ex
226,2,2394,ĠPr, Pr,1 Prick bratwurst with fork to prevent them from explo
227,2,875,ick,ick,1 Prick bratwurst with fork to prevent them from explodin
228,2,117845,Ġbrat, brat,1 Prick bratwurst with fork to prevent them from exploding as 
229,2,86,w,w,1 Prick bratwurst with fork to prevent them from exploding as t
230,2,33712,urst,urst,1 Prick bratwurst with fork to prevent them from exploding as they 
231,2,449,Ġwith, with,1 Prick bratwurst with fork to prevent them from exploding as they cook.
232,2,23243,Ġfork, fork,1 Prick bratwurst with fork to prevent them from exploding as they cook. 2  P
233,2,311,Ġto, to,1 Prick bratwurst with fork to prevent them from exploding as they cook. 2  Plac
234,2,5471,Ġprevent, prevent,1 Prick bratwurst with fork to prevent them from exploding as they cook. 2  Place in a l
235,2,1124,Ġthem, them,1 Prick bratwurst with fork to prevent them from exploding as they cook. 2  Place in a large 
236,2,505,Ġfrom, from,1 Prick bratwurst with fork to prevent them from exploding as they cook. 2  Place in a large stock
237,2,73745,Ġexploding, exploding,1 Prick bratwurst with fork to prevent them from exploding as they cook. 2  Place in a large stock pot with 
238,2,439,Ġas, as,bratwurst with fork to prevent them from exploding as they cook. 2  Place in a large stock pot with the
239,2,814,Ġthey, they,twurst with fork to prevent them from exploding as they cook. 2  Place in a large stock pot with the onio
240,2,4394,Ġcook, cook,"t with fork to prevent them from exploding as they cook. 2  Place in a large stock pot with the onions, b"
241,2,13,.,.,"h fork to prevent them from exploding as they cook. 2  Place in a large stock pot with the onions, bu"
242,2,220,Ġ, ," fork to prevent them from exploding as they cook. 2  Place in a large stock pot with the onions, but"
243,2,17,2,2,"fork to prevent them from exploding as they cook. 2  Place in a large stock pot with the onions, butt"
244,2,220,Ġ, ,"ork to prevent them from exploding as they cook. 2  Place in a large stock pot with the onions, butte"
245,2,11004,ĠPlace, Place,"rk to prevent them from exploding as they cook. 2  Place in a large stock pot with the onions, butter, and"
246,2,304,Ġin, in,"prevent them from exploding as they cook. 2  Place in a large stock pot with the onions, butter, and be"
247,2,264,Ġa, a,"vent them from exploding as they cook. 2  Place in a large stock pot with the onions, butter, and beer"
248,2,3544,Ġlarge, large,"nt them from exploding as they cook. 2  Place in a large stock pot with the onions, butter, and beer. 3  P"
249,2,5708,Ġstock, stock,"m from exploding as they cook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place p"
250,2,3419,Ġpot, pot," exploding as they cook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot o"
251,2,449,Ġwith, with,"loding as they cook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over m"
252,2,279,Ġthe, the,"g as they cook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over mediu"
253,2,45697,Ġonions, onions," they cook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat,"
254,2,11,",",",","ook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, "
255,2,14432,Ġbutter, butter,"ok. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and sim"
256,2,11,",",",","Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simm"
257,2,323,Ġand, and,"lace in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer f"
258,2,13179,Ġbeer, beer," in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15"
259,2,13,.,.," large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 "
260,2,220,Ġ, ,"large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 t"
261,2,18,3,3,"arge stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to"
262,2,220,Ġ, ,"rge stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to "
263,2,11004,ĠPlace, Place,"ge stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 min"
264,2,3419,Ġpot, pot,"ck pot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes"
265,2,927,Ġover, over,"ot with the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  P"
266,2,11298,Ġmedium, medium,"th the onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat "
267,2,8798,Ġheat, heat,"onions, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill"
268,2,11,",",",","s, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill "
269,2,323,Ġand, and,", butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for "
270,2,62915,Ġsimmer, simmer,"tter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-"
271,2,369,Ġfor, for,"nd beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high"
272,2,220,Ġ, ,"eer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high "
273,2,868,15,15,"er. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high he"
274,2,311,Ġto, to,". 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat."
275,2,220,Ġ, ,"  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. "
276,2,508,20,20," Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Pl"
277,2,4520,Ġminutes, minutes,"lace pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot "
278,2,13,.,.," over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot o"
279,2,19,4,4,"over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot ov"
280,2,220,Ġ, ,"ver medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot ove"
281,2,5075,ĠPre, Pre,"er medium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot over me"
282,2,20559,heat,heat,"edium heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot over medium"
283,2,40158,Ġgrill, grill,"m heat, and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot over medium heat,"
284,2,369,Ġfor, for,", and simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot over medium heat, and"
285,2,11298,Ġmedium, medium,"d simmer for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot over medium heat, and simmer"
286,2,28661,-high,-high,"r for 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot over medium heat, and simmer for "
287,2,8798,Ġheat, heat," 15 to 20 minutes.4  Preheat grill for medium-high heat. Place pot over medium heat, and simmer for 15 to"
288,2,13,.,.,"o 20 minutes.4  Preheat grill for medium-high heat. Place pot over medium heat, and simmer for 15 to "
289,2,11004,ĠPlace, Place," 20 minutes.4  Preheat grill for medium-high heat. Place pot over medium heat, and simmer for 15 to 20 min"
290,2,3419,Ġpot, pot,"nutes.4  Preheat grill for medium-high heat. Place pot over medium heat, and simmer for 15 to 20 minutes"
291,2,927,Ġover, over,"s.4  Preheat grill for medium-high heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  "
292,2,11298,Ġmedium, medium,"Preheat grill for medium-high heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat"
293,2,8798,Ġheat, heat," grill for medium-high heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat gril"
294,2,11,",",",","l for medium-high heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill"
295,2,323,Ġand, and," for medium-high heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for"
296,2,62915,Ġsimmer, simmer," medium-high heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium"
297,2,369,Ġfor, for,"-high heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-hig"
298,2,220,Ġ, ,"h heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high"
299,2,868,15,15," heat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high h"
300,2,311,Ġto, to,"eat. Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat"
301,2,220,Ġ, ,". Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat."
302,2,508,20,20," Place pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3"
303,2,4520,Ġminutes, minutes,"lace pot over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightl"
304,2,13,.,.," over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly"
305,2,220,Ġ, ,"over medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly "
306,2,17,2,2,"ver medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly o"
307,2,220,Ġ, ,"er medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oi"
308,2,5075,ĠPre, Pre,"r medium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil gr"
309,2,20559,heat,heat,"dium heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate."
