condition,variant,step,query,entropy,top_margin,candidate_a,candidate_b,candidate_margin,top_token,expected_candidate,revisit8,revisit16,revisit32,is_value_slot
cooking_wrong,cut_source,107, evenly,1.3057236671447754,0.75,".
",".

",0.75,".
",,0.00861507683293894,0.005913974076975137,0.0037192784948274493,0
cooking_wrong,cut_source,108,".
",1.406916856765747,2.125,5,  ,3.6875,5,,0.056478172598872334,0.058121328183915466,0.04941379273077473,0
cooking_wrong,cut_source,109,5,0.044518545269966125,6.8125,., (,6.8125,.,,0.0019145346595905721,0.00624849769519642,0.008695816621184349,0
cooking_wrong,cut_source,110,.,2.2356600761413574,0.75, Remove, Alternatively,-1.75, Alternatively,,0.004985838255379349,0.0046779398107901216,0.003466860100161284,0
cooking_wrong,cut_source,111, Remove,0.472619891166687,1.875, the, and,5.0, the,,0.002171918109524995,0.0034246427821926773,0.0018990113167092204,0
cooking_wrong,cut_source,112, the,0.6282225847244263,1.5, brat, cooked,5.0, brat,,0.003907996928319335,0.007534847129136324,0.005311220127623528,0
cooking_wrong,cut_source,113, brat,0.025662418454885483,5.625,w, from,5.625,w,,0.008814959495794028,0.00980355526553467,0.007852832844946533,0
cooking_wrong,cut_source,114,w,0.00015905676991678774,11.875,urst,urt,11.875,urst,,0.013623845821712166,0.015747163561172783,0.02531256346264854,0
cooking_wrong,cut_source,115,urst,0.16599798202514648,3.875, from, and,3.875, from,,0.002485145872924477,0.0015057699056342244,0.001409089774824679,0
cooking_wrong,cut_source,116, from,0.2432369589805603,2.75, the, heat,2.75, the,,0.004084938962478191,0.004538573033642024,0.003562930622138083,0
cooking_wrong,cut_source,117, the,0.26787686347961426,2.875, grill, beer,7.75, grill,,0.0074865518836304545,0.008545044984202832,0.006364320870488882,0
cooking_wrong,cut_source,118, grill,0.5902254581451416,2.5, and,",",2.5, and,,0.008003310358617455,0.00451764598255977,0.0035944313276559114,0
cooking_wrong,cut_source,119, and,1.8617796897888184,0.0, cook, serve,-2.5, place,,0.008814259257633239,0.01200166274793446,0.018247057392727584,0
cooking_wrong,cut_source,120, cook,1.660384178161621,0.0, the, in,-1.375, them,,0.0020535748917609453,0.005407094024121761,0.004685249296016991,0
cooking_wrong,cut_source,121, the,2.117199420928955,1.875, onions, beer,4.4375, onions,,0.007936177775263786,0.010667374765034765,0.013012137962505221,0
cooking_wrong,cut_source,122, onions,2.2330236434936523,0.75, in, separately,3.5, in,,0.007512565120123327,0.010385494504589587,0.01095440931385383,0
cooking_wrong,cut_source,123, in,0.6449910402297974,1.75, the, a,1.75, the,,0.0029040323570370674,0.0030512690427713096,0.0030910270870663226,0
cooking_wrong,cut_source,124, the,2.3394615650177,0.625, beer, remaining,-0.75, remaining,,0.009093531407415867,0.010230419982690364,0.010212768684141338,0
cooking_wrong,cut_source,125, beer,2.61283802986145,0.125, mixture, for,0.5, mixture,,0.005441908666398376,0.008170119486749172,0.009814956341870129,0
cooking_wrong,cut_source,126, mixture,1.7608299255371094,0.5, for, on,0.5, for,,0.005291378474794328,0.004229839483741671,0.0024213993456214666,0
cooking_wrong,cut_source,127, for,1.4641151428222656,0.5, , an,-0.75, an,,0.012930698052514344,0.011206792551092803,0.004878975567407906,0
cooking_wrong,cut_source,128, ,1.1240637302398682,1.125,10,1,1.25,5,,0.003256036783568561,0.005650673061609268,0.005980638787150383,0
cooking_wrong,cut_source,129,10,1.0783969163894653,0.25, to,-,2.0, to,,0.007598061638418585,0.007226304325740784,0.0023616704274900258,0
cooking_wrong,cut_source,130, to,0.013605127111077309,7.25, ,12,11.0625, ,,0.02200432203244418,0.020036353496834636,0.020890983229037374,0
cooking_wrong,cut_source,131, ,0.7081076502799988,1.75,12, ,6.375,15,,0.0014811918954364955,0.003780381055548787,0.0018726514535956085,0
cooking_wrong,cut_source,132,12,0.07808487117290497,4.75, minutes, more,4.75, minutes,,0.007793467317242175,0.007045038451906294,0.003321156546007842,0
cooking_wrong,cut_source,133, minutes,1.6611945629119873,0.75,".

",",",-2.25,",",,0.016285562014672905,0.006839131412561983,0.0035965772112831473,0
cooking_wrong,cut_source,134,".

",3.1109609603881836,0.75,Alternatively,Note,0.75,Alternatively,,0.02759213576791808,0.06498277251375839,0.053785389580298215,0
cooking_wrong,cut_source,135,Alternatively,0.25932788848876953,3.75,",",":

",3.75,",",,0.0002400177181698382,0.0006348683964461088,0.002906214096583426,0
cooking_wrong,cut_source,136,",",2.146780490875244,2.125, you, cook,2.125, you,,0.006932040210813284,0.00474366475827992,0.004838419961743057,0
cooking_wrong,cut_source,137, you,0.16483308374881744,3.875, can, could,3.875, can,,0.002471022598911077,0.003320245014037937,0.004400791483931243,0
cooking_wrong,cut_source,138, can,1.809337854385376,0.875, cook, also,0.875, cook,,0.010356266750022769,0.008723149599973112,0.005897699040360749,0
cooking_wrong,cut_source,139, cook,0.7889600992202759,1.0, the, br,1.0, the,,0.006667655485216528,0.006570343335624784,0.00461253389948979,0
cooking_wrong,cut_source,140, the,0.706706166267395,0.25, brat, br,0.25, brat,,0.0035184340085834265,0.0024822690174914896,0.0018756501958705485,0
cooking_wrong,cut_remote_history,102,",",0.3325619101524353,2.875, turning, or,2.875, turning,,0.0,0.0,0.0,0
cooking_wrong,cut_remote_history,103, turning,0.011139133013784885,8.25, occasionally, them,8.875, occasionally,,0.003267549676820636,0.006354524230118841,0.009701190574560314,0
cooking_wrong,cut_remote_history,104, occasionally,0.4232017993927002,2.625, to,",",3.625, to,,0.001990438555367291,0.0023549767211079597,0.0034237895742990077,0
cooking_wrong,cut_remote_history,105, to,0.0036834212951362133,9.125, brown, ensure,9.125, brown,,0.00544157245894894,0.005481072061229497,0.006888669275213033,0
cooking_wrong,cut_remote_history,106, brown,0.0032917247153818607,9.75, evenly, them,12.4375, evenly,,0.005110068421345204,0.008135798329021782,0.009148729091975838,0
cooking_wrong,cut_remote_history,107, evenly,0.7933676242828369,2.25,".
",".

",-5.3125,.,,0.010725511820055544,0.006066837639082223,0.007435260689817369,0
cooking_wrong,cut_remote_history,108,".
",3.423894166946411,0.5625,5,  ,-2.3125,Alternatively,,0.005917618342209607,0.01090820727404207,0.01242275076219812,0
cooking_wrong,cut_remote_history,109,5,0.6678237318992615,2.0,., (,3.0, to,,0.0027247683028690517,0.005836841417476535,0.006184576486703008,0
cooking_wrong,cut_remote_history,110,.,3.9184412956237793,0.125, Remove, Alternatively,-1.4375, ,,0.0034838596475310624,0.006103665917180479,0.006923181528691202,0
cooking_wrong,cut_remote_history,111, Remove,0.6897937059402466,2.75, the, and,4.625, the,,0.015631752088665962,0.0151883932412602,0.016205449996050447,0
cooking_wrong,cut_remote_history,112, the,0.09140875935554504,6.4375, brat, cooked,6.4375, brat,,0.005094775289762765,0.00761737470747903,0.009669740102253854,0
cooking_wrong,cut_remote_history,113, brat,0.0188685841858387,6.0,w, from,6.0,w,,0.005119375011418015,0.005248707951977849,0.005445889837574214,0
cooking_wrong,cut_remote_history,114,w,0.00024113895779009908,12.0,urst,urt,12.0,urst,,0.0031819684081710875,0.002701723307836801,0.003087115823291242,0
cooking_wrong,cut_remote_history,115,urst,0.14240747690200806,5.25, from, and,5.25, from,,0.016623436124064028,0.017471814528107643,0.01806954515632242,0
cooking_wrong,cut_remote_history,116, from,0.196266770362854,4.5, the, heat,6.0, the,,0.009347167972009629,0.010385015106294304,0.011029533809050918,0
cooking_wrong,cut_remote_history,117, the,0.5692726373672485,3.25, grill, beer,-5.9375, beer,,0.0045596660929732025,0.0036850656615570188,0.004103876068256795,0
cooking_wrong,cut_remote_history,118, grill,2.1399922370910645,0.625, and,",",0.625, and,,0.009650369232986122,0.005925457400735468,0.007741495850495994,0
cooking_wrong,cut_remote_history,119, and,2.754688024520874,1.25, cook, serve,1.25, cook,,0.008457750314846635,0.010910052806138992,0.012017859553452581,0
cooking_wrong,cut_remote_history,120, cook,1.7078317403793335,0.375, the, in,0.375, the,,0.003795592696405947,0.007289693632628769,0.007771655160468072,0
cooking_wrong,cut_remote_history,121, the,0.7123197317123413,1.375, onions, beer,1.375, onions,,0.008138785080518574,0.00929610343882814,0.009670218045357615,0
cooking_wrong,cut_remote_history,122, onions,1.8028640747070312,2.125, in, separately,3.375, in,,0.009456293366383761,0.011532050266396254,0.011953370063565671,0
cooking_wrong,cut_remote_history,123, in,0.6007806062698364,2.25, the, a,2.25, the,,0.0033393172780051827,0.0048209892702288926,0.005859582452103496,0
cooking_wrong,cut_remote_history,124, the,0.9006620645523071,2.75, beer, remaining,2.75, beer,,0.004053217882756144,0.004576368955895305,0.005879826610907912,0
cooking_wrong,cut_remote_history,125, beer,0.40785306692123413,4.625, mixture, for,4.625, mixture,,0.011495163489598781,0.01476370490854606,0.01559800171526149,0
cooking_wrong,cut_remote_history,126, mixture,2.405305862426758,0.125, for, on,0.125, for,,0.006637807178776711,0.003802152641583234,0.004358720267191529,0
cooking_wrong,cut_remote_history,127, for,0.9466347098350525,2.125, , an,2.125, ,,0.013599884114228189,0.010981880011968315,0.014188845816534013,0
cooking_wrong,cut_remote_history,128, ,0.18268823623657227,4.625,10,1,4.625,10,,0.006131326605100185,0.010754809074569494,0.01190756680443883,0
cooking_wrong,cut_remote_history,129,10,0.34668996930122375,2.125, to,-,2.125, to,,0.0052110530086793005,0.005993043654598296,0.006336015125270933,0
cooking_wrong,cut_remote_history,130, to,0.004144254140555859,8.0, ,12,8.0, ,,0.0066061162506230175,0.007118624052964151,0.008917559054680169,0
cooking_wrong,cut_remote_history,131, ,0.23919297754764557,2.75,12, ,2.75,12,,0.0013346527121029794,0.003777305653784424,0.0041918851202353835,0
cooking_wrong,cut_remote_history,132,12,0.023772750049829483,6.0, minutes, more,6.0, minutes,,0.0076076939003542066,0.005901893833652139,0.006364736414980143,0
cooking_wrong,cut_remote_history,133, minutes,1.4679968357086182,1.625,".

",",",-1.625,.,,0.017514825041871518,0.005239103629719466,0.0059283250593580306,0
cooking_wrong,cut_remote_history,134,".

",2.0602328777313232,0.125,Alternatively,Note,4.0625,Alternatively,,0.003661581198684871,0.009659121453296393,0.012925317278131843,0
cooking_wrong,cut_remote_history,135,Alternatively,0.9617887735366821,2.875,",",":

",3.0,",",,0.0005678636371158063,0.0013748392229899764,0.002825023140758276,0
cooking_wrong,cut_remote_history,136,",",2.728549003601074,1.5, you, cook,1.5, you,,0.01750007551163435,0.012031647725962102,0.012701692816335708,0
cooking_wrong,cut_remote_history,137, you,0.14966416358947754,3.75, can, could,3.75, can,,0.00368559081107378,0.004506044962909073,0.004961620841640979,0
cooking_wrong,cut_remote_history,138, can,1.193220853805542,2.125, cook, also,2.125, cook,,0.010368170100264251,0.009063877165317535,0.009479277825448662,0
cooking_wrong,cut_remote_history,139, cook,1.0954867601394653,0.75, the, br,0.75, the,,0.012921553861815482,0.013052355556283146,0.014105548150837421,0
cooking_wrong,cut_remote_history,140, the,0.6146600246429443,0.875, brat, br,0.875, brat,,0.0033428322640247643,0.0031513312715105712,0.0035022803931497037,0
cooking_wrong,cut_recent_history,102,",",5.842737197875977,0.0, turning, or,-0.375, grill,,0.0,0.0,0.0,0
cooking_wrong,cut_recent_history,103, turning,3.3915047645568848,1.6875, occasionally, them,7.5, occasionally,,0.0,0.0,0.012496944225858897,0
cooking_wrong,cut_recent_history,104, occasionally,3.9626100063323975,0.25, to,",",3.375, to,,0.0,0.0,0.0008042021072469652,0
cooking_wrong,cut_recent_history,105, to,4.741669654846191,0.75, brown, ensure,6.6875, to,,0.0,0.0,0.000385550782084465,0
cooking_wrong,cut_recent_history,106, brown,5.447742462158203,0.5, evenly, them,3.1875, evenly,,0.0,0.0,0.009084480698220432,0
cooking_wrong,cut_recent_history,107, evenly,5.446041107177734,0.5625,".
",".

",-0.75,.,,0.0,0.0,0.0028735946980305016,0
cooking_wrong,cut_recent_history,108,".
",6.829677581787109,0.0625,5,  ,0.9375, ,,0.0,0.0,0.008259561262093484,0
cooking_wrong,cut_recent_history,109,5,4.640275478363037,0.0625,., (,3.8125, to,,0.0,0.0,0.004320324456784874,0
cooking_wrong,cut_recent_history,110,.,4.561420440673828,1.6875, Remove, Alternatively,-0.15625,<|eot_id|>,,0.0,0.0,0.002783101925160736,0
cooking_wrong,cut_recent_history,111, Remove,4.31544303894043,0.25, the, and,1.875, the,,0.0,0.0,0.017149018356576562,0
cooking_wrong,cut_recent_history,112, the,4.023970127105713,2.1875, brat, cooked,5.0, the,,0.0,0.0,4.80536837130785e-05,0
cooking_wrong,cut_recent_history,113, brat,2.403043746948242,2.125,w, from,6.75,w,,0.0,0.0,0.004745990096125752,0
cooking_wrong,cut_recent_history,114,w,5.8780670166015625,1.875,urst,urt,4.5625,urst,,0.0,0.0,0.0021494071115739644,0
cooking_wrong,cut_recent_history,115,urst,2.532085418701172,3.5625, from, and,-1.125,urst,,0.0,0.0,0.007249328482430428,0
cooking_wrong,cut_recent_history,116, from,5.506372451782227,0.1875, the, heat,1.4375, from,,0.0,0.0,0.02263129025232047,0
cooking_wrong,cut_recent_history,117, the,4.081753253936768,1.875, grill, beer,3.625, the,,0.0,0.0,0.0002652943367138505,0
cooking_wrong,cut_recent_history,118, grill,5.611015319824219,0.5, and,",",-1.1875, grill,,0.0,0.0,0.008773499692324549,0
cooking_wrong,cut_recent_history,119, and,4.846536636352539,1.0625, cook, serve,4.15625, and,,0.0,0.0,0.0036744287936016917,0
cooking_wrong,cut_recent_history,120, cook,6.173886299133301,1.25, the, in,2.0, cook,,0.0,0.0,0.014653791615273803,0
cooking_wrong,cut_recent_history,121, the,3.824993133544922,2.25, onions, beer,1.5, the,,0.0,0.0,0.00018599018221721053,0
cooking_wrong,cut_recent_history,122, onions,4.499172210693359,0.375, in, separately,7.03125, butter,,0.0,0.0,0.024664512719027698,0
cooking_wrong,cut_recent_history,123, in,4.934399604797363,0.875, the, a,1.9375, the,,0.0,0.0,0.00010708440095186234,0
cooking_wrong,cut_recent_history,124, the,4.181190013885498,2.5625, beer, remaining,5.4375, the,,0.0,0.0,0.007179461768828332,0
cooking_wrong,cut_recent_history,125, beer,5.730039596557617,0.0625, mixture, for,1.625, red,,0.0,0.0,0.024175146070774645,0
cooking_wrong,cut_recent_history,126, mixture,4.629673004150391,0.0625, for, on,-0.75, as,,0.0,0.0,0.00033981603337451816,0
cooking_wrong,cut_recent_history,127, for,5.439069747924805,0.875, , an,3.375, for,,0.0,0.0,5.7764933444559574e-05,0
cooking_wrong,cut_recent_history,128, ,3.6574559211730957,0.1875,10,1,1.125,10,,0.0,0.0,0.002292271761689335,0
cooking_wrong,cut_recent_history,129,10,4.814576625823975,1.625, to,-,0.375, minutes,,0.0,0.0,0.01747215265640989,0
cooking_wrong,cut_recent_history,130, to,4.8805952072143555,1.25, ,12,4.78125, to,,0.0,0.0,0.0039027248276397586,0
cooking_wrong,cut_recent_history,131, ,4.093367099761963,0.1875,12, ,-2.25, ,,0.0,0.0,0.006825766817200929,0
cooking_wrong,cut_recent_history,132,12,4.415190696716309,0.9375, minutes, more,4.9375, minutes,,0.0,0.0,0.016129098075907677,0
cooking_wrong,cut_recent_history,133, minutes,5.596879959106445,1.0,".

",",",0.625,.,,0.0,0.0,0.0005378972855396569,0
cooking_wrong,cut_recent_history,134,".

",6.641440391540527,0.0,Alternatively,Note,-1.0,Note,,0.0,0.0,0.017099938995670527,0
cooking_wrong,cut_recent_history,135,Alternatively,5.542372703552246,1.625,",",":

",3.9375,",",,0.0,0.0,0.0010981228551827371,0
cooking_wrong,cut_recent_history,136,",",6.382421970367432,0.0625, you, cook,-1.0625, ,,0.0,0.0,0.00035102479159832,0
cooking_wrong,cut_recent_history,137, you,4.452986717224121,0.1875, can, could,6.78125, can,,0.0,0.0,0.008507492661010474,0
cooking_wrong,cut_recent_history,138, can,4.857239723205566,0.25, cook, also,-0.8125, last,,0.0,0.0,0.003830408153589815,0
cooking_wrong,cut_recent_history,139, cook,5.895354270935059,1.5, the, br,0.375, cook,,0.0,0.0,0.0005351839354261756,0
cooking_wrong,cut_recent_history,140, the,2.77917218208313,3.125, brat, br,0.5, the,,0.0,0.0,0.000583015673328191,0
cooking_wrong,local16,102,",",0.8767895698547363,0.75, turning, or,0.75, turning,,0.0,0.0,0.0,0
cooking_wrong,local16,103, turning,1.3102118968963623,0.5, occasionally, them,2.625, occasionally,,0.0017669873777776957,0.0,0.0,0
cooking_wrong,local16,104, occasionally,1.1585357189178467,1.75, to,",",-3.375,",",,0.0006829039193689823,0.0,0.0,0
cooking_wrong,local16,105, to,2.059910297393799,1.0, brown, ensure,-2.5, prevent,,0.0019981833756901324,0.0,0.0,0
cooking_wrong,local16,106, brown,1.7869319915771484,1.25, evenly, them,6.0, evenly,,0.002296747057698667,0.0,0.0,0
cooking_wrong,local16,107, evenly,1.5378527641296387,0.125,".
",".

",3.0625,".
",,0.0035086098359897733,0.0,0.0,0
cooking_wrong,local16,108,".
",3.2198710441589355,0.75,5,  ,2.9375,How,,0.0151604232378304,0.0,0.0,0
cooking_wrong,local16,109,5,2.1244168281555176,2.625,., (,7.71875,.,,0.0006372585194185376,0.0,0.0,0
cooking_wrong,local16,110,.,4.230918884277344,0.125, Remove, Alternatively,5.5625, Remove,,0.002647677611093968,0.0,0.0,0
cooking_wrong,local16,111, Remove,1.0325261354446411,1.75, the, and,4.25, the,,0.0021180553594604135,0.0,0.0,0
cooking_wrong,local16,112, the,4.928479194641113,0.5625, brat, cooked,-0.25, chicken,,0.000718374561984092,0.0,0.0,0
cooking_wrong,local16,113, brat,0.12817806005477905,4.125,w, from,4.125,w,,0.0004986446583643556,0.0,0.0,0
cooking_wrong,local16,114,w,0.01794533059000969,7.375,urst,urt,9.0,urst,,0.00010679673869162798,0.0,0.0,0
cooking_wrong,local16,115,urst,0.5280193090438843,2.125, from, and,4.875, from,,0.0017852142336778343,0.0,0.0,0
cooking_wrong,local16,116, from,0.1984982192516327,4.375, the, heat,4.375, the,,0.005092753272037953,0.0,0.0,0
cooking_wrong,local16,117, the,0.8258439302444458,3.625, grill, beer,5.3125, grill,,0.00295985268894583,0.0,0.0,0
cooking_wrong,local16,118, grill,1.0984746217727661,1.5, and,",",2.5, and,,0.0052457176498137414,0.0,0.0,0
cooking_wrong,local16,119, and,1.7785959243774414,0.75, cook, serve,-3.125, let,,0.005815606971736997,0.0,0.0,0
cooking_wrong,local16,120, cook,1.9612122774124146,0.0, the, in,2.0, the,,0.001342236646451056,0.0,0.0,0
cooking_wrong,local16,121, the,3.5167899131774902,0.0625, onions, beer,3.5625, potatoes,,0.002733699686359614,0.0,0.0,0
cooking_wrong,local16,122, onions,1.9348348379135132,0.125, in, separately,3.75, for,,0.0014182660961523652,0.0,0.0,0
cooking_wrong,local16,123, in,0.7379565238952637,1.75, the, a,1.75, the,,0.0008230364765040576,0.0,0.0,0
cooking_wrong,local16,124, the,2.834728717803955,0.875, beer, remaining,-2.3125, same,,0.004750866268295795,0.0,0.0,0
cooking_wrong,local16,125, beer,3.1835408210754395,0.5, mixture, for,-0.875, until,,0.0029319010209292173,0.0,0.0,0
cooking_wrong,local16,126, mixture,1.8543075323104858,0.5, for, on,1.625, for,,0.00022502901265397668,0.0,0.0,0
cooking_wrong,local16,127, for,1.4665579795837402,0.75, , an,1.375, ,,0.008042303961701691,0.0,0.0,0
cooking_wrong,local16,128, ,1.3783693313598633,0.25,10,1,-1.125,2,,0.0016210119938477874,0.0,0.0,0
cooking_wrong,local16,129,10,1.1669660806655884,0.0, to,-,-1.375, minutes,,0.0037515299627557397,0.0,0.0,0
cooking_wrong,local16,130, to,0.008544925600290298,10.5625, ,12,12.0625, ,,0.016274320718366653,0.0,0.0,0
cooking_wrong,local16,131, ,0.5007507801055908,1.625,12, ,8.6875,15,,0.0001490056747570634,0.0,0.0,0
cooking_wrong,local16,132,12,0.08143356442451477,6.25, minutes, more,6.25, minutes,,0.0018264841637574136,0.0,0.0,0
cooking_wrong,local16,133, minutes,1.226992130279541,0.25,".

",",",-10.5,",",,0.0119715133914724,0.0,0.0,0
cooking_wrong,local16,134,".

",4.383001327514648,0.0,Alternatively,Note,0.25,###,,0.005651557818055153,0.0,0.0,0
cooking_wrong,local16,135,Alternatively,0.34645766019821167,4.4375,",",":

",6.625,",",,0.0007974563050083816,0.0,0.0,0
cooking_wrong,local16,136,",",3.173593759536743,1.6875, you, cook,1.75, you,,0.010613525926601142,0.0,0.0,0
cooking_wrong,local16,137, you,0.47666290402412415,2.125, can, could,2.125, can,,0.0008042094996199012,0.0,0.0,0
cooking_wrong,local16,138, can,3.5370490550994873,1.0, cook, also,1.0, cook,,0.005125647294335067,0.0,0.0,0
cooking_wrong,local16,139, cook,0.843425989151001,3.5, the, br,8.25, the,,0.007905949838459492,0.0,0.0,0
cooking_wrong,local16,140, the,3.8825864791870117,0.0625, brat, br,0.8125, beer,,0.0066420468501746655,0.0,0.0,0
cooking_wrong,local64,102,",",0.9628889560699463,0.375, turning, or,0.375, turning,,0.0,0.0,0.0,0
cooking_wrong,local64,103, turning,1.282451868057251,0.375, occasionally, them,2.625, occasionally,,0.00200565013801679,0.0020515596261247993,0.001060978916939348,0
cooking_wrong,local64,104, occasionally,1.1252315044403076,0.875, to,",",-4.5,",",,0.0015772678307257593,0.0022328319610096514,0.0021342113032005727,0
cooking_wrong,local64,105, to,2.0404114723205566,1.125, brown, ensure,0.0, prevent,,0.003941957838833332,0.004608076938893646,0.0017905893619172275,0
