step,layer,head,source_mass,dispersion,shift,peak_position,peak_passage,peak_context,peak_attention,gain_position,gain_passage,gain_context,previous_attention,attention,gain
10,0,26,0.2524870038032532,6.715632223756894,0.13083181728967289,396,3, their cap they tied a folded piece of cloth. Inca Tunic,0.01153564453125,316,3,er quality than the general Indians. But the basic of the clothes were almost same. Inca men wore simpl,0.00286865234375,0.004119873046875,0.001251220703125
10,0,27,0.3302478790283203,7.314963869329799,0.12974232024036242,396,3, their cap they tied a folded piece of cloth. Inca Tunic,0.0106201171875,396,3, their cap they tied a folded piece of cloth. Inca Tunic,0.006683349609375,0.0106201171875,0.003936767578125
10,0,28,0.15237116813659668,5.260849072752609,0.12392314282296318,149,2," everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or ta",0.01953125,149,2," everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or ta",0.0152587890625,0.01953125,0.0042724609375
10,0,29,0.19908708333969116,5.328181587791309,0.1727440468661321,360,3," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over ",0.0201416015625,360,3," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over ",0.01104736328125,0.0201416015625,0.00909423828125
10,0,30,0.20944583415985107,5.453537670873707,0.11259367144065884,360,3," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over ",0.026123046875,208,2,"fterwards the worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. ",0.01068115234375,0.0179443359375,0.00726318359375
10,0,31,0.01343846321105957,2.062024357071013,0.11931363913354127,149,2," everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or ta",0.0037841796875,149,2," everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or ta",0.00080108642578125,0.0037841796875,0.00298309326171875
10,1,0,0.010470449924468994,7.145363057580231,0.18376222480860704,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.000591278076171875,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.00016689300537109375,0.000591278076171875,0.00042438507080078125
10,1,1,0.009339630603790283,6.810466144124109,0.17084202929490058,72,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-clo,0.00052642822265625,72,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-clo,0.0003147125244140625,0.00052642822265625,0.0002117156982421875
10,1,2,0.07286810874938965,8.136360976523747,0.11775696100082528,84,1, ». […] [2] http://www.discover-peru.org/inca-textile-and-clothing/ […] […] 2  the richest colors and w,0.00083160400390625,157,2,"nitted textiles, and these were always worn whole, never cut or tailored; they were held together by large",0.0001583099365234375,0.0002384185791015625,8.0108642578125e-05
10,1,3,0.006400763988494873,7.510265513895093,0.25066605513293655,367,3,"re usually full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and women u",0.0002765655517578125,367,3,"re usually full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and women u",9.107589721679688e-05,0.0002765655517578125,0.00018548965454101562
10,1,4,0.0174102783203125,6.991355189041884,0.22554344909567065,288,3, clothing was an important aspect in their society. Incas wore clothes according to their position in,0.0006256103515625,341,3,le tunics. The length of the tunic were a bit long. It reached up to their knee. The women wore skirt,7.867813110351562e-05,0.000457763671875,0.0003790855407714844
10,1,5,0.004594266414642334,7.123929578040152,0.2719777499170854,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.00019359588623046875,288,3, clothing was an important aspect in their society. Incas wore clothes according to their position in,5.507469177246094e-05,0.0001068115234375,5.173683166503906e-05
10,1,6,0.009299159049987793,7.572762340062809,0.23707405765890968,212,2,"worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As you know chosen w",0.000244140625,212,2,"worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As you know chosen w",7.915496826171875e-05,0.000244140625,0.00016498565673828125
10,1,7,0.016002416610717773,7.562829674992941,0.20151338837976798,282,3,Inca Clothing .. During Inca period clothing was an important aspect in their society. Incas wore clo,0.000415802001953125,282,3,Inca Clothing .. During Inca period clothing was an important aspect in their society. Incas wore clo,5.2928924560546875e-05,0.000415802001953125,0.0003628730773925781
10,1,8,0.024853408336639404,7.200804826415162,0.08525611130306744,393,3,ap. On their cap they tied a folded piece of cloth. Inca Tunic,0.000759124755859375,393,3,ap. On their cap they tied a folded piece of cloth. Inca Tunic,0.00032806396484375,0.000759124755859375,0.000431060791015625
10,1,9,0.177001953125,8.11501564175811,0.09021843581996222,266,2,dress with his special fringe of gold and feathers.,0.005615234375,375,3,vered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they ti,0.0004177093505859375,0.000701904296875,0.0002841949462890625
10,1,10,0.014668405055999756,7.987353286477395,0.0757897604876545,266,2,dress with his special fringe of gold and feathers.,0.000270843505859375,149,2," everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or ta",8.296966552734375e-05,0.00020503997802734375,0.0001220703125
10,1,11,0.029381394386291504,7.616124975060575,0.17718360013218726,186,2,eople were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwar,0.00070953369140625,186,2,eople were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwar,0.000274658203125,0.00070953369140625,0.00043487548828125
10,1,12,0.21578240394592285,7.669821648823561,0.16766969915691726,311,3,he Nobles wore far better quality than the general Indians. But the basic of the clothes were almost same. I,0.0084228515625,321,3, Indians. But the basic of the clothes were almost same. Inca men wore simple tunics. The length of the t,0.002899169921875,0.006622314453125,0.00372314453125
10,1,13,0.028006136417388916,6.85976103600181,0.3472554616506104,360,3," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over ",0.0018463134765625,360,3," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over ",0.000926971435546875,0.0018463134765625,0.000919342041015625
10,1,14,0.07123273611068726,7.3284169873507,0.09343043233343143,360,3," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over ",0.0033416748046875,360,3," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over ",0.001678466796875,0.0033416748046875,0.0016632080078125
10,1,15,0.028248727321624756,6.5958966301559405,0.1558354127463822,372,3,", which covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap ",0.001800537109375,360,3," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over ",0.000888824462890625,0.0016937255859375,0.000804901123046875
10,1,16,0.009685158729553223,6.2237617307853315,0.2511358556801675,139,2,Clothing everywhere consisted of woven or knitted tex,0.00077056884765625,70,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-c,0.0002193450927734375,0.000640869140625,0.0004215240478515625
10,1,17,0.004312396049499512,6.759603208809867,0.3028937974672848,140,2,Clothing everywhere consisted of woven or knitted textiles,0.000293731689453125,141,2,"Clothing everywhere consisted of woven or knitted textiles, and these",6.723403930664062e-05,0.00023651123046875,0.00016927719116210938
10,1,18,0.006215929985046387,5.608881281224265,0.4750326590988069,71,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-cl,0.00078582763671875,71,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-cl,0.000270843505859375,0.00078582763671875,0.000514984130859375
10,1,19,0.02457529306411743,6.989776004963768,0.20986812085877327,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.0016326904296875,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.0004673004150390625,0.0016326904296875,0.0011653900146484375
10,1,20,0.0059490203857421875,5.928367739591341,0.5988152658333947,140,2,Clothing everywhere consisted of woven or knitted textiles,0.000583648681640625,141,2,"Clothing everywhere consisted of woven or knitted textiles, and these",2.8014183044433594e-06,0.0003643035888671875,0.00036150217056274414
10,1,21,0.00783991813659668,5.947255423975074,0.43255729168753265,140,2,Clothing everywhere consisted of woven or knitted textiles,0.001251220703125,140,2,Clothing everywhere consisted of woven or knitted textiles,0.000263214111328125,0.001251220703125,0.000988006591796875
10,1,22,0.3051939010620117,7.564357151532077,0.2143920319760177,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.0086669921875,147,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never",0.00159454345703125,0.005706787109375,0.00411224365234375
10,1,23,0.3717919588088989,5.576778209509935,0.6666461039127557,147,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never",0.10107421875,147,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never",0.0030670166015625,0.10107421875,0.0980072021484375
10,1,24,0.020877063274383545,5.816900545403046,0.36079075857228465,140,2,Clothing everywhere consisted of woven or knitted textiles,0.00335693359375,140,2,Clothing everywhere consisted of woven or knitted textiles,0.000698089599609375,0.00335693359375,0.002658843994140625
10,1,25,0.06728333234786987,7.287529704703516,0.178000101905478,312,3,s wore far better quality than the general Indians. But the basic of the clothes were almost same. In,0.002716064453125,288,3, clothing was an important aspect in their society. Incas wore clothes according to their position in,0.0008087158203125,0.001861572265625,0.0010528564453125
10,1,26,0.02315443754196167,6.9868639568800885,0.25467228272532555,374,3,h covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they t,0.0008697509765625,374,3,h covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they t,0.00010967254638671875,0.0008697509765625,0.0007600784301757812
10,1,27,0.04190194606781006,6.814247513698118,0.19825136162442558,375,3,vered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they ti,0.0035400390625,375,3,vered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they ti,0.00069427490234375,0.0035400390625,0.00284576416015625
10,1,28,0.32784461975097656,7.431634058211125,0.1709591114786804,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.01031494140625,392,3,used cap. On their cap they tied a folded piece of cloth. Inca Tunic,0.002197265625,0.004913330078125,0.002716064453125
10,1,29,0.18278932571411133,7.84944869964964,0.10926152071695827,69,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and,0.003509521484375,298,3, Incas wore clothes according to their position in the society. The Nobles wore far better quality than ,0.00159454345703125,0.0022735595703125,0.00067901611328125
10,1,30,0.08000463247299194,7.271684650326109,0.17719544392699993,385,3,r the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic,0.0032196044921875,298,3, Incas wore clothes according to their position in the society. The Nobles wore far better quality than ,0.000827789306640625,0.0025482177734375,0.001720428466796875
10,1,31,0.24684834480285645,7.692138136699136,0.18465665211356466,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.00506591796875,355,3,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank",0.0020599365234375,0.00506591796875,0.0030059814453125
10,2,0,0.004396975040435791,7.438595553862787,0.19190725149462476,196,2,. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clothes were burnt. So you k,0.00018310546875,386,3,e tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic,7.486343383789062e-05,0.00015163421630859375,7.677078247070312e-05
10,2,1,0.014409542083740234,7.30704001295953,0.2771842397436519,311,3,he Nobles wore far better quality than the general Indians. But the basic of the clothes were almost same. I,0.00154876708984375,311,3,he Nobles wore far better quality than the general Indians. But the basic of the clothes were almost same. I,0.0002536773681640625,0.00154876708984375,0.0012950897216796875
10,2,2,0.005805075168609619,7.03314052886017,0.2439441160485018,387,3,ic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic,0.0002765655517578125,387,3,ic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic,0.00018024444580078125,0.0002765655517578125,9.632110595703125e-05
10,2,3,0.011790812015533447,7.470574359050056,0.2316963285587549,88,1, http://www.discover-peru.org/inca-textile-and-clothing/ […] […] 2  the richest colors and was delicately,0.000324249267578125,97,1,/inca-textile-and-clothing/ […] […] 2  the richest colors and was delicately embroidered with gold and silv,8.96453857421875e-05,0.00023651123046875,0.0001468658447265625
10,2,4,0.03902703523635864,7.604157473472915,0.11004198249421497,266,2,dress with his special fringe of gold and feathers.,0.0022735595703125,79,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-clothing/ […] […] 2  the ric,0.0003223419189453125,0.0004482269287109375,0.000125885009765625
10,2,5,0.16052937507629395,7.612698680276485,0.19501976811629185,147,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never",0.004486083984375,147,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never",0.001251220703125,0.004486083984375,0.00323486328125
10,2,6,0.1962449550628662,7.925904890546069,0.16565676211820143,266,2,dress with his special fringe of gold and feathers.,0.004669189453125,276,3,Inca Clothing .. During Inca period clothing was an important aspect in t,0.000751495361328125,0.00167083740234375,0.000919342041015625
10,2,7,0.013184130191802979,7.038848432997073,0.18177143145331956,88,1, http://www.discover-peru.org/inca-textile-and-clothing/ […] […] 2  the richest colors and was delicately,0.000621795654296875,184,2,e common people were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once.,0.00011873245239257812,0.0002593994140625,0.00014066696166992188
10,2,8,0.006365716457366943,7.009903318652357,0.28283089265141986,96,1,peru.org/inca-textile-and-clothing/ […] […] 2  the richest colors and was delicately embroidered with gold a,0.00035858154296875,316,3,er quality than the general Indians. But the basic of the clothes were almost same. Inca men wore simpl,2.4318695068359375e-05,0.00018596649169921875,0.00016164779663085938
10,2,9,0.008284449577331543,7.020908887196468,0.32834324321157266,96,1,peru.org/inca-textile-and-clothing/ […] […] 2  the richest colors and was delicately embroidered with gold a,0.00049591064453125,96,1,peru.org/inca-textile-and-clothing/ […] […] 2  the richest colors and was delicately embroidered with gold a,0.0001068115234375,0.00049591064453125,0.00038909912109375
10,2,10,0.03538346290588379,7.6603990027033735,0.1897724505601973,123,1,icle on Inca textile and clothing. The article and Professor O’Toole also says that the clothing […],0.001800537109375,123,1,icle on Inca textile and clothing. The article and Professor O’Toole also says that the clothing […],0.0004329681396484375,0.001800537109375,0.0013675689697265625
10,2,11,0.004068613052368164,7.45207327234283,0.21691541296492728,246,2,othes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca could wear a headdress wit,0.00021648406982421875,246,2,othes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca could wear a headdress wit,0.00013446807861328125,0.00021648406982421875,8.20159912109375e-05
10,2,12,0.018803000450134277,4.578523595743069,0.6139974893036046,388,3,oth men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic,0.0062255859375,388,3,oth men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic,7.62939453125e-05,0.0062255859375,0.0061492919921875
10,2,13,0.011168062686920166,7.095109538599925,0.44447413192350055,266,2,dress with his special fringe of gold and feathers.,0.0004482269287109375,390,3,nd women used cap. On their cap they tied a folded piece of cloth. Inca Tunic,4.553794860839844e-05,0.0004482269287109375,0.00040268898010253906
10,2,14,0.18277615308761597,7.1669744909354245,0.34083286962267,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.01214599609375,142,2,"Clothing everywhere consisted of woven or knitted textiles, and these were alwa",0.000415802001953125,0.004180908203125,0.003765106201171875
10,2,15,0.10307437181472778,6.739868623850991,0.5434258089054148,147,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never",0.0174560546875,147,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never",0.01507568359375,0.0174560546875,0.00238037109375
10,2,16,0.0013962984085083008,7.121729990761723,0.19464750482281606,68,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile,4.9114227294921875e-05,156,2,"knitted textiles, and these were always worn whole, never cut or tailored; they were held together by",7.68899917602539e-06,2.5391578674316406e-05,1.7702579498291016e-05
10,2,17,0.019592583179473877,7.491818657066221,0.2871631640028101,311,3,he Nobles wore far better quality than the general Indians. But the basic of the clothes were almost same. I,0.0004291534423828125,254,2,o remain busy on this purpose. Only the Inca could wear a headdress with his special fringe of gold and f,0.00014019012451171875,0.00040435791015625,0.00026416778564453125
10,2,18,0.004572749137878418,7.324816855103256,0.1938603504147219,82,1,acks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-clothing/ […] […] 2  the richest colo,0.00014400482177734375,154,2,"f woven or knitted textiles, and these were always worn whole, never cut or tailored; they were held toge",1.8477439880371094e-05,0.0001087188720703125,9.02414321899414e-05
10,2,19,0.25865304470062256,7.696521599917637,0.14295870291900292,336,3,. Inca men wore simple tunics. The length of the tunic were a bit long. It reached up to their knee. The,0.0064697265625,336,3,. Inca men wore simple tunics. The length of the tunic were a bit long. It reached up to their knee. The,0.004119873046875,0.0064697265625,0.002349853515625
10,2,20,0.13919758796691895,1.8221120252794853,0.9211087329697647,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.11181640625,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.0059814453125,0.11181640625,0.1058349609375
10,2,21,0.05619126558303833,0.21199554260962264,0.984846342401671,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.05517578125,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.0020294189453125,0.05517578125,0.0531463623046875
10,2,22,0.43784934282302856,0.31753701089147207,0.9821362087615731,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.42578125,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.005401611328125,0.42578125,0.420379638671875
10,2,23,0.22937393188476562,0.8867566551963602,0.9425412002367448,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.2099609375,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.00799560546875,0.2099609375,0.20196533203125
10,2,24,0.009789824485778809,7.411176962460924,0.2192742744710379,366,3,"ere usually full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and wom",0.0003032684326171875,80,1,2 Pingbacks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-clothing/ […] […] 2  the richest,0.00012874603271484375,0.00024318695068359375,0.00011444091796875
10,2,25,0.03504270315170288,4.723213292184666,0.7458934324322205,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.0120849609375,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.00084686279296875,0.0120849609375,0.01123809814453125
10,2,26,0.00389254093170166,6.558385101768994,0.5431073665102364,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.00058746337890625,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",8.20159912109375e-05,0.00058746337890625,0.0005054473876953125
10,2,27,0.005991041660308838,6.098236954036318,0.4915695216277249,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.0014801025390625,148,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t",0.000518798828125,0.0014801025390625,0.0009613037109375
10,2,28,0.0052983760833740234,7.2349289117930295,0.23504315413350854,96,1,peru.org/inca-textile-and-clothing/ […] […] 2  the richest colors and was delicately embroidered with gold a,0.000270843505859375,82,1,acks 1  ». […] [2] http://www.discover-peru.org/inca-textile-and-clothing/ […] […] 2  the richest colo,4.3392181396484375e-05,0.0001316070556640625,8.821487426757812e-05
10,2,29,0.01587235927581787,7.202179885827249,0.3146004776550611,209,2,"terwards the worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As yo",0.000640869140625,209,2,"terwards the worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As yo",0.00011014938354492188,0.000640869140625,0.0005307197570800781
