step,query_step,query_position,query,token,shift,revisit,threshold,active,event,top1_probability,top2_margin,logit_entropy
48,47,341, all, nodes,16.35280261653847,1.7779407802702347,5.27535437249939,0,0,1.0,14.625,1.5114839e-05
49,48,342, nodes, are,19.10188076609692,2.311930229993963,5.27535437249939,0,0,0.9999809,11.0,0.00031880738
50,49,343, are, connected,16.058612665315152,1.9934708508072452,5.27535437249939,0,0,1.0,14.5,2.962983e-05
51,50,344, connected, to,16.415440769552095,1.9649842826850148,5.27535437249939,0,0,1.0,16.0,1.5132428e-05
52,51,345, to, a,14.91387276091709,1.4521508561215302,5.27535437249939,0,0,0.99996185,10.5,0.0006538439
53,52,346, a, single,14.59122780356596,1.2059089912616803,5.27535437249939,0,0,0.9485342,3.5,0.36508313
54,53,347, single, transmission,18.22787089848729,2.6728700532169514,5.27535437249939,0,0,0.999796,9.375,0.003325491
55,54,348, transmission, medium,29.61833029339831,4.738984386468357,5.27535437249939,0,0,1.0,14.75,2.03136e-05
56,55,349, medium, with,27.884507545657677,4.761544000798469,5.174769352759267,0,0,0.9241047,3.0,0.48780203
57,56,350, with, more,20.34747920665791,2.0964111153833813,5.174769352759267,0,0,0.83490676,1.625,0.6537542
58,57,351, more, than,25.096144879083994,4.098440724290595,4.836862130887657,0,0,0.9999962,13.125,9.1821224e-05
59,58,352, than, two,19.991170470305175,2.8173740628207167,4.744624290050885,0,0,0.9999962,13.625,5.738948e-05
60,59,353, two, endpoints,18.850361377669948,2.595736421355565,4.744624290050885,0,0,0.9999886,12.5,0.00022215737
61,60,354, endpoints,",",19.249337150189927,2.36034432291792,4.744624290050885,0,0,0.6715283,0.875,1.1652436
62,61,355,",", created,15.460278820701198,1.1863302618586535,4.744624290050885,0,0,0.9428039,3.25,0.4255071
63,62,356, created, by,19.68884000568547,2.3962556203622105,4.744624290050885,0,0,0.99991226,9.375,0.0013042713
64,63,357, by, branching,18.28469517272984,1.6733070847218898,4.744624290050885,0,0,0.9998474,9.625,0.0025649224
65,64,358, branching, the,17.82225251367123,1.4891362055474384,4.744624290050885,0,0,0.9868615,4.625,0.11604931
66,65,359, the, main,17.359072853869773,1.3285389734532642,4.744624290050885,0,0,1.0,13.875,3.3745477e-05
67,66,360, main, section,15.364027489340794,1.3702288437827308,4.744624290050885,0,0,0.9950456,5.5,0.049948204
68,67,361, section,".
",18.13698572944859,1.717229937019749,4.744624290050885,0,0,0.9576727,3.125,0.25525203
69,68,362,".
",3,40.93033374001608,6.268113715544752,4.744624290050885,1,1,0.99932504,7.75,0.009649667
70,69,363,3,.,21.81991050630267,1.9201077715508186,5.13818642948504,0,0,0.99981695,9.375,0.0033936524
71,70,364,., Star,31.815006853714554,3.345157547326951,5.13818642948504,0,0,0.9944404,5.75,0.06707345
72,71,365, Star,:,27.282452373415673,2.8854532868809564,5.13818642948504,0,0,0.9958449,5.75,0.043806866
73,72,366,:, A,22.614830000355248,2.2526296115801134,4.640858972104134,0,0,0.94366926,3.0,0.35791686
74,73,367, A, network,19.154542885792843,1.8725101387475847,4.640858972104134,0,0,0.9961983,6.0,0.041593637
75,74,368, network, where,18.469877831084812,1.536881345938642,4.075896589381401,0,0,0.99922216,7.5,0.010364996
76,75,369, where, each,21.166728003492498,2.5318949776443542,4.075896589381401,0,0,0.9998513,9.375,0.0023261947
77,76,370, each, computer,20.145835036739058,1.8324805866213125,4.075896589381401,0,0,0.98995715,4.625,0.08330195
78,77,371, computer, is,19.77500771361867,1.5164578683032177,4.075896589381401,0,0,0.9939283,5.125,0.05489533
79,78,372, is, connected,18.950283895342224,2.2414688953820825,4.075896589381401,0,0,0.9999543,10.125,0.000764718
80,79,373, connected, to,18.348231935589155,2.2268500279609675,4.075896589381401,0,0,0.9999047,9.25,0.0014400992
81,80,374, to, a,12.962359295445303,0.6746621144322189,4.075896589381401,0,0,1.0,17.0,2.8806942e-06
82,81,375, a, central,14.145027048142127,0.9219943242199355,4.075896589381401,0,0,0.9999886,12.125,0.00020491683
83,82,376, central, hub,16.36712667219263,1.1448334468418833,4.075896589381401,0,0,0.9999695,11.375,0.0005468528
84,83,377, hub, using,17.669772448540076,1.1314156045249797,4.075896589381401,0,0,0.99168444,5.625,0.08453608
85,84,378, using, a,19.427418478590642,1.4156497314024623,4.075896589381401,0,0,0.6791448,0.75,0.90613025
86,85,379, a, point,13.15658634154726,0.7215395574816936,3.000379351992455,0,0,0.9999809,11.375,0.00036641574
87,86,380, point,-to,25.08879592956743,3.4572161406863393,3.000379351992455,1,1,0.9999962,12.375,0.000109666595
88,87,381,-to,-point,34.40506654798261,3.8399376962581,3.028394000332302,1,0,0.9999962,13.625,5.8548703e-05
89,88,382,-point, connection,39.07870955476112,5.153804101226432,3.5528965295792796,1,0,1.0,15.25,1.0986633e-05
90,89,383, connection,".
",24.52906801282825,2.7334134582059555,4.168404297500183,0,0,0.9057799,2.375,0.50343037
91,90,384,".
",4,35.2033969091498,4.964221670487348,4.168404297500183,1,1,0.99959964,8.25,0.005902522
92,91,385,4,.,21.721120771664033,1.6317405728120002,5.011617278172118,0,0,0.9997978,9.625,0.003490952
93,92,386,., Mesh,26.507052848503942,2.6273363294450425,5.011617278172118,0,0,0.998302,6.875,0.02314553
94,93,387, Mesh,:,27.288952266712514,2.6811433362482626,5.011617278172118,0,0,0.99706125,5.875,0.030381283
95,94,388,:, A,22.091222394807456,2.0139979061825075,5.011617278172118,0,0,0.9872399,4.5,0.11424162
96,95,389, A, network,19.031735839363698,1.46284358206746,5.011617278172118,0,0,0.9999543,10.625,0.00086032355
97,96,390, network, where,19.23212744618574,1.7360139579667564,5.011617278172118,0,0,0.7540438,1.125,0.818141
98,97,391, where, messages,20.908087595795042,1.7795161818548262,5.011617278172118,0,0,0.99934214,8.75,0.009770338
99,98,392, messages, can,24.01572140355723,2.5657627002679986,5.011617278172118,0,0,0.81756604,1.5,0.6855691
100,99,393, can, take,15.333415722014486,0.6961802010335764,5.011617278172118,0,0,0.9697547,3.75,0.22039384
101,100,394, take, any,15.918275003984125,0.9396407712726125,5.011617278172118,0,0,0.9251275,3.0,0.46258122
102,101,395, any, of,11.195024519036496,0.29918954475394743,5.011617278172118,0,0,0.77675056,1.25,0.7734862
103,102,396, of, several,10.965842256986292,0.27045109923948063,5.011617278172118,0,0,0.99993134,9.75,0.0011086895
104,103,397, several, possible,12.416257166581776,0.5539444245386103,5.011617278172118,0,0,0.9993708,7.375,0.0076000826
105,104,398, possible, paths,11.25888443828234,0.32157175434942437,5.011617278172118,0,0,0.99976736,8.375,0.0031794368
106,105,399, paths, from,13.560563667506736,0.7785743572214154,3.2911155112763035,0,0,0.9996987,8.625,0.0044066445
107,106,400, from, source,16.790904484971655,1.2409268082799239,3.251912919808034,0,0,0.9974283,6.0,0.026460342
108,107,401, source, to,18.100985709750255,1.5203633007840482,2.6407880811458475,0,0,1.0,18.625,2.557698e-07
109,108,402, to, destination,23.591741405763408,3.6792984890011744,2.6407880811458475,1,1,0.9999962,13.875,5.8084905e-05
110,109,403, destination,",",25.983597868390003,4.749303520095819,2.9306821244364905,1,0,0.8677403,2.0,0.6607106
111,110,404,",", allowing,16.43942793779184,1.6645403394084213,3.9467997467748357,0,0,0.55458,1.625,2.4073074
112,111,405, allowing, for,20.550008300670793,2.315239342635311,3.9467997467748357,0,0,0.7855905,2.25,1.2650284
113,112,406, for, multiple,13.412719518964101,0.9216191213948934,3.9467997467748357,0,0,0.39692366,1.0,2.9223647
114,113,407, multiple, routes,15.86316601157855,1.5073537858946944,3.9467997467748357,0,0,0.9623769,4.0,0.30827945
115,114,408, routes,.,20.72859060666073,2.212802341250626,3.9467997467748357,0,0,0.7160635,1.5,1.2966704
116,115,409,.,<|eot_id|>,28.07248583351663,4.739425876004772,3.9467997467748357,1,1,0.9896682,4.75,0.09194379
