case,source_id,seed,judgment,step,offset,query,token,event,active,revisit,top2_margin,logit_entropy,hops,route_divergence,relation_residual,relation_shuffled,relation_coverage,valid_layers
simmer_time,14375,0,,60,5, to, ,1,1,8.10934169917659,12.375,0.00035548594,1,,0.19794341322267428,0.2238977204542607,1.0,32
simmer_time,14375,0,,60,5, to, ,1,1,8.10934169917659,12.375,0.00035548594,2,0.22493599307152531,0.2086085673541792,0.22574315556595403,1.0,31
simmer_time,14375,0,,60,5, to, ,1,1,8.10934169917659,12.375,0.00035548594,3,0.27202959060668946,0.21991805508732795,0.23416524529457092,1.0,30
simmer_time,14375,0,,61,6, ,20,0,1,9.074125273585372,11.875,0.00060811924,1,,0.18769004964269698,0.22590161417610943,1.0,32
simmer_time,14375,0,,61,6, ,20,0,1,9.074125273585372,11.875,0.00060811924,2,0.17128093781009798,0.22073181550348958,0.24460375501263526,1.0,31
simmer_time,14375,0,,61,6, ,20,0,1,9.074125273585372,11.875,0.00060811924,3,0.23924028078715007,0.24150925278663635,0.2572639336188634,1.0,30
simmer_time,14375,0,,62,7,20, minutes,0,0,7.028442757859212,14.0,3.9376777e-05,1,,0.20682667952496558,0.21964285534340888,1.0,32
simmer_time,14375,0,,62,7,20, minutes,0,0,7.028442757859212,14.0,3.9376777e-05,2,0.18516608207456528,0.2254836174749559,0.23895218151230965,1.0,31
simmer_time,14375,0,,62,7,20, minutes,0,0,7.028442757859212,14.0,3.9376777e-05,3,0.24849481582641603,0.23654062201579412,0.24673378119866055,1.0,30
grill_time,14375,0,,93,0,ated, grill,0,1,12.614112486721059,14.75,2.134858e-05,1,,0.18775793589884415,0.20908482023514807,1.0,32
grill_time,14375,0,,93,0,ated, grill,0,1,12.614112486721059,14.75,2.134858e-05,2,0.16069032299903133,0.21669251688065067,0.2308599302364934,1.0,31
grill_time,14375,0,,93,0,ated, grill,0,1,12.614112486721059,14.75,2.134858e-05,3,0.21043742497762044,0.2321189422160387,0.24175750389695166,1.0,30
grill_time,14375,0,,94,1, grill, for,0,0,7.954794892444475,1.75,0.6067697,1,,0.21463992175995372,0.2219153861515224,1.0,32
grill_time,14375,0,,94,1, grill, for,0,0,7.954794892444475,1.75,0.6067697,2,0.19840165107480942,0.23154132356566767,0.24016906609458308,1.0,31
grill_time,14375,0,,94,1, grill, for,0,0,7.954794892444475,1.75,0.6067697,3,0.2753255049387614,0.24216679024199644,0.25047041376431783,1.0,30
grill_time,14375,0,,95,2, for, ,0,0,2.617954445785032,12.25,0.0003185748,1,,0.21042635187041014,0.21474296122323722,1.0,32
grill_time,14375,0,,95,2, for, ,0,0,2.617954445785032,12.25,0.0003185748,2,0.21133556673603673,0.22387563196882124,0.23052697808992478,1.0,31
grill_time,14375,0,,95,2, for, ,0,0,2.617954445785032,12.25,0.0003185748,3,0.30336769421895343,0.2318578331420819,0.23995983029405277,1.0,30
grill_time,14375,0,,96,3, ,10,0,0,2.945483701528873,3.125,0.25446147,1,,0.2186685861670412,0.23170500807464123,1.0,32
grill_time,14375,0,,96,3, ,10,0,0,2.945483701528873,3.125,0.25446147,2,0.18960480536184005,0.25073322653770447,0.26090883583791796,1.0,31
grill_time,14375,0,,96,3, ,10,0,0,2.945483701528873,3.125,0.25446147,3,0.29601268768310546,0.26541212101777395,0.27550901621580126,1.0,30
grill_time,14375,0,,97,4,10, to,0,0,2.6496079961674743,4.75,0.07137256,1,,0.20159709121799096,0.21598755661398172,1.0,32
grill_time,14375,0,,97,4,10, to,0,0,2.6496079961674743,4.75,0.07137256,2,0.20520171811503748,0.2309562899172306,0.24020302800401563,1.0,31
grill_time,14375,0,,97,4,10, to,0,0,2.6496079961674743,4.75,0.07137256,3,0.3031806786855062,0.25028900305430096,0.258430402725935,1.0,30
grill_time,14375,0,,98,5, to, ,0,0,6.505861994278768,11.125,0.0006049033,1,,0.21177260560216382,0.24242878495715559,1.0,32
grill_time,14375,0,,98,5, to, ,0,0,6.505861994278768,11.125,0.0006049033,2,0.22048016517393051,0.2221491017168568,0.24064293744102602,1.0,31
grill_time,14375,0,,98,5, to, ,0,0,6.505861994278768,11.125,0.0006049033,3,0.27274421056111653,0.23949748352169992,0.2529562897980213,1.0,30
grill_time,14375,0,,99,6, ,14,0,0,5.526927305613671,7.0,0.019355783,1,,0.18979431362822652,0.22038938524201512,1.0,32
grill_time,14375,0,,99,6, ,14,0,0,5.526927305613671,7.0,0.019355783,2,0.1704198468116022,0.23078030996745633,0.25175524142480665,1.0,31
grill_time,14375,0,,99,6, ,14,0,0,5.526927305613671,7.0,0.019355783,3,0.2743467966715495,0.2569370793799559,0.2708056723078092,1.0,30
grill_time,14375,0,,100,7,14, minutes,0,0,2.6939684908233943,13.375,0.00013590384,1,,0.19046384701505303,0.2020353622501716,1.0,32
grill_time,14375,0,,100,7,14, minutes,0,0,2.6939684908233943,13.375,0.00013590384,2,0.1930517227418961,0.21948690952793246,0.23206850597935338,1.0,31
grill_time,14375,0,,100,7,14, minutes,0,0,2.6939684908233943,13.375,0.00013590384,3,0.27167606353759766,0.23847883890072505,0.24840783923864365,1.0,30
onion_time,14375,0,,119,0, and, cook,0,0,4.921829280496869,0.875,2.275065,1,,0.21683247131295502,0.2262282082810998,1.0,32
onion_time,14375,0,,119,0, and, cook,0,0,4.921829280496869,0.875,2.275065,2,0.1388264932940083,0.224000689483458,0.23118127546002787,1.0,31
onion_time,14375,0,,119,0, and, cook,0,0,4.921829280496869,0.875,2.275065,3,0.20659648577372233,0.22971545110146205,0.23740545163551965,1.0,30
onion_time,14375,0,,120,1, cook, the,0,0,3.9473610540676205,4.875,0.27433765,1,,0.15416397785884328,0.16113398055313155,1.0,32
onion_time,14375,0,,120,1, cook, the,0,0,3.9473610540676205,4.875,0.27433765,2,0.1467004745237289,0.162769865244627,0.16867828501328344,1.0,31
onion_time,14375,0,,120,1, cook, the,0,0,3.9473610540676205,4.875,0.27433765,3,0.2056103229522705,0.16652221642434598,0.17296592270334563,1.0,30
onion_time,14375,0,,121,2, the, onions,0,0,1.818038991776912,3.5,0.28421727,1,,0.21470039268024266,0.22231674566864967,1.0,32
onion_time,14375,0,,121,2, the, onions,0,0,1.818038991776912,3.5,0.28421727,2,0.1512730506158644,0.22888924926519394,0.2350326565004164,1.0,31
onion_time,14375,0,,121,2, the, onions,0,0,1.818038991776912,3.5,0.28421727,3,0.22630778948465982,0.235882913817962,0.2426865393916766,1.0,30
onion_time,14375,0,,122,3, onions, in,0,0,3.647504310813603,4.875,0.28400153,1,,0.19114565315976506,0.1994791282049846,1.0,32
onion_time,14375,0,,122,3, onions, in,0,0,3.647504310813603,4.875,0.28400153,2,0.17320505265266664,0.20582008247654285,0.21103166969072434,1.0,31
onion_time,14375,0,,122,3, onions, in,0,0,3.647504310813603,4.875,0.28400153,3,0.23380284309387206,0.21422043927013873,0.22000311575829984,1.0,30
onion_time,14375,0,,123,4, in, the,0,0,1.811913691867998,5.5,0.08664304,1,,0.20375855430029333,0.20992632769048214,1.0,32
onion_time,14375,0,,123,4, in, the,0,0,1.811913691867998,5.5,0.08664304,2,0.17168878739879978,0.21689425619138825,0.22209804132580757,1.0,31
onion_time,14375,0,,123,4, in, the,0,0,1.811913691867998,5.5,0.08664304,3,0.23131372133890787,0.22520384937524796,0.23136059815684953,1.0,30
onion_time,14375,0,,124,5, the, beer,0,0,3.2461795735425296,1.375,1.4984908,1,,0.22319686179980636,0.22910844767466187,1.0,32
onion_time,14375,0,,124,5, the, beer,0,0,3.2461795735425296,1.375,1.4984908,2,0.1595092435036936,0.2388803898807495,0.24327544171002605,1.0,31
onion_time,14375,0,,124,5, the, beer,0,0,3.2461795735425296,1.375,1.4984908,3,0.21323757171630858,0.247270314147075,0.2524455646673838,1.0,30
onion_time,14375,0,,125,6, beer, mixture,0,0,9.843153358838048,6.125,0.0767208,1,,0.20165584906499134,0.21006520563969389,1.0,32
onion_time,14375,0,,125,6, beer, mixture,0,0,9.843153358838048,6.125,0.0767208,2,0.1730558180039929,0.2272108784846721,0.23220533733406373,1.0,31
onion_time,14375,0,,125,6, beer, mixture,0,0,9.843153358838048,6.125,0.0767208,3,0.2321191469828288,0.24037479429195324,0.24531575081249077,1.0,30
onion_time,14375,0,,126,7, mixture, for,0,0,3.0667813106815247,0.125,2.488821,1,,0.2328685783486435,0.2412124009570107,1.0,32
onion_time,14375,0,,126,7, mixture, for,0,0,3.0667813106815247,0.125,2.488821,2,0.17473471549249464,0.24906905710456834,0.25540248605032123,1.0,31
onion_time,14375,0,,126,7, mixture, for,0,0,3.0667813106815247,0.125,2.488821,3,0.21436289151509602,0.2615666396915913,0.267411374176542,1.0,30
onion_time,14375,0,,127,8, for, ,0,0,4.94386053428787,0.125,1.822196,1,,0.19414146395865828,0.20211534691043198,1.0,32
onion_time,14375,0,,127,8, for, ,0,0,4.94386053428787,0.125,1.822196,2,0.16525023983370873,0.20376003629738285,0.210256771454888,1.0,31
onion_time,14375,0,,127,8, for, ,0,0,4.94386053428787,0.125,1.822196,3,0.22865630785624186,0.209920634329319,0.21621278723080953,1.0,30
onion_time,14375,0,,128,9, ,10,0,0,5.449929291456767,1.375,0.8011642,1,,0.21955422253813595,0.23230551998130977,1.0,32
onion_time,14375,0,,128,9, ,10,0,0,5.449929291456767,1.375,0.8011642,2,0.1663306451612903,0.23954583235806035,0.24908619085627218,1.0,31
onion_time,14375,0,,128,9, ,10,0,0,5.449929291456767,1.375,0.8011642,3,0.26092322667439777,0.25057827184597653,0.25902204886078833,1.0,30
onion_time,14375,0,,129,10,10, to,0,0,4.188036744322308,3.5,0.19234584,1,,0.2005999149987474,0.21373753889929503,1.0,32
onion_time,14375,0,,129,10,10, to,0,0,4.188036744322308,3.5,0.19234584,2,0.1886666513258411,0.2276993057420177,0.23739351884972665,1.0,31
onion_time,14375,0,,129,10,10, to,0,0,4.188036744322308,3.5,0.19234584,3,0.2772329012552897,0.24297400787472725,0.25074530988931654,1.0,30
onion_time,14375,0,,130,11, to, ,0,0,8.19253198127518,9.125,0.0019923118,1,,0.20405273186042905,0.2187609481625259,1.0,32
onion_time,14375,0,,130,11, to, ,0,0,8.19253198127518,9.125,0.0019923118,2,0.1863684961872716,0.21793555035706488,0.22909876031260337,1.0,31
onion_time,14375,0,,130,11, to, ,0,0,8.19253198127518,9.125,0.0019923118,3,0.23942376772562662,0.23024519657095274,0.2398104188342889,1.0,30
onion_time,14375,0,,131,12, ,12,0,0,8.764299958942239,5.375,0.0451085,1,,0.22237963206134737,0.24995126901194453,1.0,32
onion_time,14375,0,,131,12, ,12,0,0,8.764299958942239,5.375,0.0451085,2,0.16688636041456653,0.26902073333340304,0.287126868482559,1.0,31
onion_time,14375,0,,131,12, ,12,0,0,8.764299958942239,5.375,0.0451085,3,0.2604724884033203,0.29429420083761215,0.30670943756898245,1.0,30
onion_time,14375,0,,132,13,12, minutes,0,0,8.684190704964987,5.0,0.06692809,1,,0.1982685846160166,0.20689060364384204,1.0,32
onion_time,14375,0,,132,13,12, minutes,0,0,8.684190704964987,5.0,0.06692809,2,0.18373277110438194,0.2234020362938604,0.23417098435663408,1.0,31
onion_time,14375,0,,132,13,12, minutes,0,0,8.684190704964987,5.0,0.06692809,3,0.25425227483113605,0.23702935328086217,0.24568486760059993,1.0,30
headdress,14315,2,,25,0,., They,0,0,5.41514200588942,0.75,2.181309,1,,0.2723667569225654,0.28892360627651215,1.0,32
headdress,14315,2,,25,0,., They,0,0,5.41514200588942,0.75,2.181309,2,0.1549129947539299,0.27730121763963855,0.28873843074806277,1.0,31
headdress,14315,2,,25,0,., They,0,0,5.41514200588942,0.75,2.181309,3,0.21905666987101238,0.2829317999382814,0.2939365044236183,1.0,30
headdress,14315,2,,26,1, They, were,0,0,3.694836712527069,0.625,1.9476894,1,,0.2569773961113242,0.2636842136271298,1.0,32
headdress,14315,2,,26,1, They, were,0,0,3.694836712527069,0.625,1.9476894,2,0.15398536189909903,0.25750579468665585,0.26677140233016783,1.0,31
headdress,14315,2,,26,1, They, were,0,0,3.694836712527069,0.625,1.9476894,3,0.1950455665588379,0.26181779491404694,0.27150390669703484,1.0,30
headdress,14315,2,,27,2, were, held,0,0,1.4599755385148736,2.375,1.5716585,1,,0.3285592958563939,0.33421242563053966,1.0,32
headdress,14315,2,,27,2, were, held,0,0,1.4599755385148736,2.375,1.5716585,2,0.14029755130890878,0.3368938433066491,0.3459692549320959,1.0,31
headdress,14315,2,,27,2, were, held,0,0,1.4599755385148736,2.375,1.5716585,3,0.18429900805155436,0.34221357281009357,0.3522100284695625,1.0,30
headdress,14315,2,,28,3, held, together,0,0,2.820365025319714,11.125,0.00041715562,1,,0.21584940800312324,0.2204667311743833,1.0,32
headdress,14315,2,,28,3, held, together,0,0,2.820365025319714,11.125,0.00041715562,2,0.1884910983424033,0.22697482210013173,0.23312461256019532,1.0,31
headdress,14315,2,,28,3, held, together,0,0,2.820365025319714,11.125,0.00041715562,3,0.25976854960123696,0.23264044610162576,0.2403345422198375,1.0,30
headdress,14315,2,,29,4, together, by,0,0,1.379605342177267,3.375,0.20992765,1,,0.2506930393028597,0.25742222205735743,1.0,32
headdress,14315,2,,29,4, together, by,0,0,1.379605342177267,3.375,0.20992765,2,0.18291459545012442,0.27784135805503013,0.28571212700297755,1.0,31
headdress,14315,2,,29,4, together, by,0,0,1.379605342177267,3.375,0.20992765,3,0.25882236162821454,0.29066016227006913,0.2989513677855333,1.0,30
headdress,14315,2,,30,5, by, large,0,0,1.9232136060911653,2.0,0.52726674,1,,0.2546112478012219,0.2573232692666352,1.0,32
headdress,14315,2,,30,5, by, large,0,0,1.9232136060911653,2.0,0.52726674,2,0.17873870172808248,0.2802020083031347,0.28598231605945096,1.0,31
headdress,14315,2,,30,5, by, large,0,0,1.9232136060911653,2.0,0.52726674,3,0.26703612009684247,0.2919530431429545,0.29957214643557867,1.0,30
headdress,14315,2,,31,6, large, metal,0,0,1.3156152023903356,14.375,1.4810893e-05,1,,0.26112647596164607,0.25945725984638557,1.0,32
headdress,14315,2,,31,6, large, metal,0,0,1.3156152023903356,14.375,1.4810893e-05,2,0.1641735876760175,0.300799809035755,0.30417083059587785,1.0,31
headdress,14315,2,,31,6, large, metal,0,0,1.3156152023903356,14.375,1.4810893e-05,3,0.2431893030802409,0.324399879326423,0.33038193608323735,1.0,30
headdress,14315,2,,32,7, metal, pins,0,0,0.8494416764521571,14.75,1.1383448e-05,1,,0.22999819985125214,0.2271660096012056,1.0,32
headdress,14315,2,,32,7, metal, pins,0,0,0.8494416764521571,14.75,1.1383448e-05,2,0.15655414519771452,0.2633278199261235,0.2651634341286075,1.0,31
headdress,14315,2,,32,7, metal, pins,0,0,0.8494416764521571,14.75,1.1383448e-05,3,0.22679231961568197,0.2908872922261556,0.2958844055732091,1.0,30
headdress,14315,2,,33,8, pins, and,0,0,3.06632736005065,0.5,1.3352599,1,,0.2471791978823603,0.25135708530433476,1.0,32
headdress,14315,2,,33,8, pins, and,0,0,3.06632736005065,0.5,1.3352599,2,0.16162970758253528,0.25574411247526446,0.2597807353783038,1.0,31
headdress,14315,2,,33,8, pins, and,0,0,3.06632736005065,0.5,1.3352599,3,0.2036782423655192,0.2662054629375537,0.2728209597369035,1.0,30
headdress,14315,2,,34,9, and, wore,0,0,2.948140814795804,0.0,3.7959192,1,,0.307150065433234,0.3148981120903045,1.0,32
headdress,14315,2,,34,9, and, wore,0,0,2.948140814795804,0.0,3.7959192,2,0.1496401140766759,0.306764543417,0.31288560071299154,1.0,31
headdress,14315,2,,34,9, and, wore,0,0,2.948140814795804,0.0,3.7959192,3,0.18865038553873698,0.31436489957074326,0.3215651251375675,1.0,30
headdress,14315,2,,35,10, wore, a,0,0,3.5792270388353815,1.25,3.3353667,1,,0.21441692694861558,0.21834229491651058,1.0,32
headdress,14315,2,,35,10, wore, a,0,0,3.5792270388353815,1.25,3.3353667,2,0.1627812385559082,0.21647086940825946,0.22218636843946674,1.0,31
headdress,14315,2,,35,10, wore, a,0,0,3.5792270388353815,1.25,3.3353667,3,0.2210779349009196,0.22006891934822004,0.22703067573408287,1.0,30
headdress,14315,2,,36,11, a, he,0,0,4.2726459645016615,0.0,3.6768773,1,,0.28276034022565,0.28880840190686285,1.0,32
headdress,14315,2,,36,11, a, he,0,0,4.2726459645016615,0.0,3.6768773,2,0.16479278379870999,0.2886320590492218,0.29488961206328484,1.0,31
headdress,14315,2,,36,11, a, he,0,0,4.2726459645016615,0.0,3.6768773,3,0.22987329165140788,0.2942512109875679,0.30106306125720345,1.0,30
headdress,14315,2,,37,12, he,address,0,0,3.3287143881465346,9.5,0.0017999002,1,,0.2017900171194924,0.22191718575777486,1.0,32
headdress,14315,2,,37,12, he,address,0,0,3.3287143881465346,9.5,0.0017999002,2,0.21466959676434916,0.21665262521034287,0.22709704641132586,1.0,31
headdress,14315,2,,37,12, he,address,0,0,3.3287143881465346,9.5,0.0017999002,3,0.2737597942352295,0.22507768118133148,0.23340346664190292,1.0,30
headdress,14315,2,,38,13,address, with,0,0,4.2724730544207405,4.625,0.19355065,1,,0.20219039708399578,0.21310119960980956,1.0,32
headdress,14315,2,,38,13,address, with,0,0,4.2724730544207405,4.625,0.19355065,2,0.19759359667378087,0.20968919403610692,0.2174729964425487,1.0,31
headdress,14315,2,,38,13,address, with,0,0,4.2724730544207405,4.625,0.19355065,3,0.2856500307718913,0.2124230829377969,0.219581733768185,1.0,30
headdress,14315,2,,39,14, with, a,0,0,0.7489936513850076,2.5,1.0460534,1,,0.2778172423131764,0.2895528266672045,1.0,32
headdress,14315,2,,39,14, with, a,0,0,0.7489936513850076,2.5,1.0460534,2,0.1816478237029045,0.30253339402617946,0.30998457367381743,1.0,31
headdress,14315,2,,39,14, with, a,0,0,0.7489936513850076,2.5,1.0460534,3,0.27406328519185386,0.31378996521234515,0.3206908201177915,1.0,30
headdress,14315,2,,40,15, a, special,0,0,0.9286236971801818,1.0,1.0261694,1,,0.3069195579737425,0.31948029180057347,1.0,32
headdress,14315,2,,40,15, a, special,0,0,0.9286236971801818,1.0,1.0261694,2,0.15394684576219128,0.3459534541733803,0.35389522607288054,1.0,31
headdress,14315,2,,40,15, a, special,0,0,0.9286236971801818,1.0,1.0261694,3,0.25236328442891437,0.36770638475815454,0.3739932258923849,1.0,30
headdress,14315,2,,41,16, special, fringe,0,0,1.2942856659761817,8.875,0.0020925866,1,,0.2709522025543265,0.2804474216827657,1.0,32
headdress,14315,2,,41,16, special, fringe,0,0,1.2942856659761817,8.875,0.0020925866,2,0.15216752021543442,0.31497580702266387,0.3217153700609361,1.0,31
headdress,14315,2,,41,16, special, fringe,0,0,1.2942856659761817,8.875,0.0020925866,3,0.24180796941121419,0.3429448718825976,0.34873340278863907,1.0,30
headdress,14315,2,,42,17, fringe, of,0,0,1.4267177154248216,5.75,0.050157674,1,,0.24144461130345007,0.25595339853316545,1.0,32
headdress,14315,2,,42,17, fringe, of,0,0,1.4267177154248216,5.75,0.050157674,2,0.18082903277489445,0.2768674949484487,0.2855318091329067,1.0,31
headdress,14315,2,,42,17, fringe, of,0,0,1.4267177154248216,5.75,0.050157674,3,0.2411745548248291,0.30152594732741517,0.3082662629584471,1.0,30
headdress,14315,2,,43,18, of, gold,0,0,2.1109749703583516,11.5,0.00044636216,1,,0.26949127836269327,0.2809406417654827,1.0,32
headdress,14315,2,,43,18, of, gold,0,0,2.1109749703583516,11.5,0.00044636216,2,0.17793006281698903,0.29750989377498627,0.30684540348668254,1.0,31
headdress,14315,2,,43,18, of, gold,0,0,2.1109749703583516,11.5,0.00044636216,3,0.23729281425476073,0.3199329408506552,0.3278783395886421,1.0,30
headdress,14315,2,,44,19, gold, and,0,0,2.5777866090590504,8.75,0.0053958637,1,,0.21285129294847138,0.22537096380256116,1.0,32
headdress,14315,2,,44,19, gold, and,0,0,2.5777866090590504,8.75,0.0053958637,2,0.18116415700604838,0.25975388985487724,0.26906274138919767,1.0,31
headdress,14315,2,,44,19, gold, and,0,0,2.5777866090590504,8.75,0.0053958637,3,0.2520549933115641,0.28706244317193824,0.29436811357736586,1.0,30
headdress,14315,2,,45,20, and, feathers,1,1,5.190146378782863,11.0,0.0011195326,1,,0.2491095147561282,0.25853751925751567,1.0,32
headdress,14315,2,,45,20, and, feathers,1,1,5.190146378782863,11.0,0.0011195326,2,0.16754075019590317,0.26866542716180125,0.2768837980205013,1.0,31
headdress,14315,2,,45,20, and, feathers,1,1,5.190146378782863,11.0,0.0011195326,3,0.22159546216328938,0.29142999748388926,0.29908449028929074,1.0,30
headdress,14315,2,,46,21, feathers,.,0,1,5.105964186781394,0.5,1.8853037,1,,0.2596665253076935,0.2651720166904852,1.0,32
headdress,14315,2,,46,21, feathers,.,0,1,5.105964186781394,0.5,1.8853037,2,0.20287642940398184,0.2617004674769217,0.26869970896551687,1.0,31
headdress,14315,2,,46,21, feathers,.,0,1,5.105964186781394,0.5,1.8853037,3,0.2575539747873942,0.27145609135429066,0.2782332308590412,1.0,30
clothes_lengths,14315,3,,18,0,., They,1,1,5.429289266640048,0.875,1.6579503,1,,0.2859305830206722,0.3005523926112801,1.0,32
clothes_lengths,14315,3,,18,0,., They,1,1,5.429289266640048,0.875,1.6579503,2,0.1477223673174458,0.291268949426951,0.3017022573659497,1.0,31
clothes_lengths,14315,3,,18,0,., They,1,1,5.429289266640048,0.875,1.6579503,3,0.20027492841084799,0.29764944190780324,0.30772496536374094,1.0,30
clothes_lengths,14315,3,,19,1, They, wore,0,0,2.970185971210812,0.75,2.210866,1,,0.27656614073021046,0.285856447648257,1.0,32
clothes_lengths,14315,3,,19,1, They, wore,0,0,2.970185971210812,0.75,2.210866,2,0.1454240583604382,0.28029900789260864,0.2895981755948836,1.0,31
clothes_lengths,14315,3,,19,1, They, wore,0,0,2.970185971210812,0.75,2.210866,3,0.1798887570699056,0.28614586032927036,0.2953646535674731,1.0,30
clothes_lengths,14315,3,,20,2, wore, tun,0,0,2.144323728454779,0.375,3.0237982,1,,0.24220156206865795,0.24695675249677151,1.0,32
clothes_lengths,14315,3,,20,2, wore, tun,0,0,2.144323728454779,0.375,3.0237982,2,0.14494234515774634,0.2455977540643465,0.25333867618633854,1.0,31
clothes_lengths,14315,3,,20,2, wore, tun,0,0,2.144323728454779,0.375,3.0237982,3,0.19165064493815104,0.25067610864837964,0.25942722434798876,1.0,30
clothes_lengths,14315,3,,21,3, tun,ics,1,1,6.26813664450612,15.375,8.341045e-06,1,,0.16446845323662274,0.1739367937843781,1.0,32
clothes_lengths,14315,3,,21,3, tun,ics,1,1,6.26813664450612,15.375,8.341045e-06,2,0.18868241771574942,0.16939153525257303,0.1775294208839055,1.0,31
clothes_lengths,14315,3,,21,3, tun,ics,1,1,6.26813664450612,15.375,8.341045e-06,3,0.2583676815032959,0.17384942937642336,0.18175575075050196,1.0,30
clothes_lengths,14315,3,,22,4,ics, and,0,0,1.6035123001725144,0.5,2.1790266,1,,0.22994280341663398,0.2459426769055426,1.0,32
clothes_lengths,14315,3,,22,4,ics, and,0,0,1.6035123001725144,0.5,2.1790266,2,0.17057118877287833,0.24473032763888758,0.2541696412428733,1.0,31
clothes_lengths,14315,3,,22,4,ics, and,0,0,1.6035123001725144,0.5,2.1790266,3,0.25247955322265625,0.2481347688784202,0.2564240530133247,1.0,30
clothes_lengths,14315,3,,23,5, and, clo,0,0,1.877617362138978,0.75,1.2574041,1,,0.23778943775687367,0.2545738246990368,1.0,32
clothes_lengths,14315,3,,23,5, and, clo,0,0,1.877617362138978,0.75,1.2574041,2,0.14717615804364603,0.2569792383620816,0.26714110182177636,1.0,31
clothes_lengths,14315,3,,23,5, and, clo,0,0,1.877617362138978,0.75,1.2574041,3,0.21793169975280763,0.2683658269544443,0.2764586811264356,1.0,30
clothes_lengths,14315,3,,24,6, clo,aks,0,0,4.027021377347275,9.375,0.0016324959,1,,0.16564521663531195,0.18173369989381172,1.0,32
clothes_lengths,14315,3,,24,6, clo,aks,0,0,4.027021377347275,9.375,0.0016324959,2,0.1444771982008411,0.18197248749915632,0.19334540924718302,1.0,31
clothes_lengths,14315,3,,24,6, clo,aks,0,0,4.027021377347275,9.375,0.0016324959,3,0.19620383580525716,0.19446331684788068,0.20273638057212034,1.0,30
clothes_lengths,14315,3,,25,7,aks,",",0,0,4.311705346904544,2.125,1.304142,1,,0.2866629925556481,0.3031451441347599,1.0,32
clothes_lengths,14315,3,,25,7,aks,",",0,0,4.311705346904544,2.125,1.304142,2,0.1459367352147256,0.30352066601476363,0.3136189104087891,1.0,31
clothes_lengths,14315,3,,25,7,aks,",",0,0,4.311705346904544,2.125,1.304142,3,0.19919640223185223,0.3134956787029902,0.32105566933751106,1.0,30
clothes_lengths,14315,3,,26,8,",", with,0,0,1.7834469072866446,1.75,1.322739,1,,0.3301163171418011,0.34620153857395053,1.0,32
clothes_lengths,14315,3,,26,8,",", with,0,0,1.7834469072866446,1.75,1.322739,2,0.12019277388049711,0.3419778995936917,0.3527669954684473,1.0,31
clothes_lengths,14315,3,,26,8,",", with,0,0,1.7834469072866446,1.75,1.322739,3,0.16574316024780272,0.3509946877757708,0.35973727852106097,1.0,30
clothes_lengths,14315,3,,27,9, with, t,0,0,1.124741602655579,0.625,3.4972548,1,,0.27419062626722734,0.2886248358990997,1.0,32
