control,response_id,source_id,token_index,token_id,error_entropy,normal_entropy,difference,normal_tokens,normal_sources
same_token,14091,15268,118,9,0.2931300699710846,0.39950579765097977,-0.10637572767989517,120,18
same_response_token,14091,15268,118,9,0.2931300699710846,0.5232688523828983,-0.23013878241181374,3,1
same_token_clause_start,14091,15268,118,9,0.2931300699710846,0.391799071139591,-0.09866900116850641,117,18
same_token,14097,15269,59,1418,2.2063090801239014,1.0500972925995788,1.1562117875243225,24,16
same_token,14241,15293,32,433,2.376692295074463,0.7254840964843506,1.6512081985901124,110,48
same_response_token,14241,15293,32,433,2.376692295074463,0.3173598051071167,2.059332489967346,1,1
same_token,14343,15311,47,690,2.0553197860717773,1.0585320019163191,0.9967877841554582,26,22
same_response_token,14343,15311,47,690,2.0553197860717773,0.3357488214969635,1.7195709645748138,1,1
same_token,14349,15312,136,17,0.06300967186689377,0.1440834811136167,-0.08107380924672294,195,94
same_response_token,14349,15312,136,17,0.06300967186689377,0.21639220416545868,-0.1533825322985649,1,1
same_token_clause_start,14349,15312,136,17,0.06300967186689377,0.11462015976067834,-0.05161048789378457,67,62
same_token,14403,15321,26,578,2.1194207668304443,2.924103090104958,-0.8046823232745135,65,40
same_response_token,14403,15321,26,578,2.1194207668304443,2.027611335118612,0.09180943171183253,3,1
same_token_clause_start,14403,15321,26,578,2.1194207668304443,3.2370046910409833,-1.117583924210539,46,34
same_token,14469,15332,77,9,0.06892406940460205,0.39950579765097977,-0.3305817282463777,120,18
same_response_token,14469,15332,77,9,0.06892406940460205,0.28115482632226,-0.21223075691765797,6,1
same_token_clause_start,14469,15332,77,9,0.06892406940460205,0.391799071139591,-0.32287500173498895,117,18
same_token,14493,15336,114,1271,3.4796218872070312,2.1820013721783957,1.2976205150286355,13,12
same_token_clause_start,14493,15336,114,1271,3.4796218872070312,2.1820013721783957,1.2976205150286355,13,12
same_token,14499,15337,184,9,0.755691409111023,0.39950579765097977,0.3561856114600432,120,18
same_response_token,14499,15337,184,9,0.755691409111023,0.02886173699516803,0.7268296721158549,2,1
same_token_clause_start,14499,15337,184,9,0.755691409111023,0.391799071139591,0.36389233797143195,117,18
same_token,14559,15347,113,18,0.35559704899787903,0.10366797497205611,0.25192907402582293,164,91
same_token_clause_start,14559,15347,113,18,0.35559704899787903,0.17661368155122978,0.17898336744664925,62,56
same_token,14583,15351,75,7438,1.7104568481445312,1.1525596181551616,0.5578972299893696,6,6
same_response_token,14583,15351,75,7438,1.7104568481445312,0.6000477075576782,1.110409140586853,1,1
same_token,14661,15364,159,433,2.392622709274292,0.7254840964843506,1.6671386127899415,110,48
same_token,14709,15372,100,320,0.024945318698883057,0.9045880210513741,-0.8796427023524911,210,66
same_response_token,14709,15372,100,320,0.024945318698883057,0.28919485131544725,-0.2642495326165642,7,1
same_token,14859,15397,35,1115,1.8454238176345825,1.7816107357541717,0.0638130818804108,35,20
same_token_clause_start,14859,15397,35,1115,1.8454238176345825,1.7679088441310107,0.07751497350357184,30,18
same_token,14871,15399,108,499,2.262024402618408,1.0417437517065922,1.220280650911816,64,34
same_response_token,14871,15399,108,499,2.262024402618408,0.002345278160646558,2.2596791244577616,1,1
same_token,14937,15410,98,1115,0.4864705801010132,1.7816107357541717,-1.2951401556531585,35,20
same_response_token,14937,15410,98,1115,0.4864705801010132,0.6061140497525533,-0.11964346965154016,3,1
same_token_clause_start,14937,15410,98,1115,0.4864705801010132,1.7679088441310107,-1.2814382640299975,30,18
same_token,14943,15411,166,5471,1.053584098815918,0.895381358335726,0.158202740480192,9,8
same_response_token,14943,15411,166,5471,1.053584098815918,1.0038204193115234,0.04976367950439453,1,1
same_token,15201,15454,73,449,0.5169835090637207,0.4900906877566575,0.02689282130706322,96,44
same_token,15231,15459,289,13454,0.5448974967002869,2.0668630599975586,-1.5219655632972717,1,1
same_response_token,15231,15459,289,13454,0.5448974967002869,2.0668630599975586,-1.5219655632972717,1,1
same_token,15273,15466,138,20,0.9397706985473633,0.3070775245374065,0.6326931740099568,40,31
same_token_clause_start,15273,15466,138,20,0.9397706985473633,0.3493399146424893,0.5904307839048739,26,26
same_token,15297,15470,70,320,0.6926884651184082,0.9045880210513741,-0.21189955593296594,210,66
same_response_token,15297,15470,70,320,0.6926884651184082,1.351930856704712,-0.6592423915863037,1,1
same_token,15411,15489,110,4452,1.5658533573150635,2.11742844581604,-0.5515750885009765,15,15
same_token_clause_start,15411,15489,110,4452,1.5658533573150635,2.003190095608051,-0.43733673829298736,13,13
same_token,15447,15495,14,16,1.6100810766220093,0.9440465465165911,0.6660345301054181,184,93
same_token_clause_start,15447,15495,14,16,1.6100810766220093,1.7351941314158206,-0.1251130547938113,75,61
same_token,15507,15505,146,19,0.972142219543457,0.24128607249957093,0.7308561470438861,57,46
same_token_clause_start,15507,15505,146,19,0.972142219543457,0.20816002917677365,0.7639821903666834,37,37
same_token,15849,15562,105,10175,1.6629197597503662,1.7702927589416504,-0.10737299919128418,1,1
same_response_token,15849,15562,105,10175,1.6629197597503662,1.7702927589416504,-0.10737299919128418,1,1
same_token_clause_start,15849,15562,105,10175,1.6629197597503662,1.7702927589416504,-0.10737299919128418,1,1
same_token,15915,15574,104,6156,0.7412713766098022,0.12864866741001607,0.6126227091997862,5,1
same_response_token,15915,15574,104,6156,0.7412713766098022,0.12864866741001607,0.6126227091997862,5,1
same_token,16131,12179,21,16,2.3490757942199707,0.9440465465165911,1.4050292477033794,184,93
same_token_clause_start,16131,12179,21,16,2.3490757942199707,1.7351941314158206,0.6138816628041501,75,61
same_token,16143,12181,122,18,0.35144326090812683,0.10366797497205611,0.24777528593607073,164,91
same_response_token,16143,12181,122,18,0.35144326090812683,0.23542137444019318,0.11602188646793365,1,1
same_token_clause_start,16143,12181,122,18,0.35144326090812683,0.17661368155122978,0.17482957935689705,62,56
same_token,16227,12196,48,2057,2.866234302520752,2.525888482729594,0.34034581979115774,10,8
same_token_clause_start,16227,12196,48,2057,2.866234302520752,2.6008338133494058,0.2654004891713462,6,6
same_token,16257,12201,228,16,0.6790236234664917,0.9440465465165911,-0.26502292305009945,184,93
same_response_token,16257,12201,228,16,0.6790236234664917,0.9672513604164124,-0.28822773694992065,1,1
same_token_clause_start,16257,12201,228,16,0.6790236234664917,1.7351941314158206,-1.0561705079493289,75,61
same_token,16323,12212,93,279,1.9680489301681519,0.5541876652964427,1.4138612648717093,1094,109
same_response_token,16323,12212,93,279,1.9680489301681519,0.5737004075199366,1.3943485226482153,8,1
same_token,16347,12216,131,12805,3.452601671218872,0.884636640548706,2.567965030670166,1,1
same_token_clause_start,16347,12216,131,12805,3.452601671218872,0.884636640548706,2.567965030670166,1,1
same_token,16437,12231,33,5370,2.1326088905334473,1.4139736667275429,0.7186352238059044,8,8
same_token,16443,12232,0,29815,5.263401985168457,2.9518950351824365,2.3115069499860206,100,96
same_token_clause_start,16443,12232,0,29815,5.263401985168457,2.957183220919142,2.306218764249315,98,94
same_token,16473,12237,93,323,1.6404167413711548,0.556257355738616,1.0841593856325389,462,101
same_response_token,16473,12237,93,323,1.6404167413711548,0.7530629634857178,0.887353777885437,2,1
same_token,16527,12246,24,16,1.5596134662628174,0.9440465465165911,0.6155669197462262,184,93
same_token_clause_start,16527,12246,24,16,1.5596134662628174,1.7351941314158206,-0.1755806651530032,75,61
same_token,16539,12248,105,19,0.12306875735521317,0.24128607249957093,-0.11821731514435777,57,46
same_token_clause_start,16539,12248,105,19,0.12306875735521317,0.20816002917677365,-0.08509127182156048,37,37
same_token,16575,12254,45,439,0.8072086572647095,0.6876125710651538,0.11959608619955564,95,57
same_token,16617,12261,34,16,0.5386396050453186,0.9440465465165911,-0.40540694147127254,184,93
same_token_clause_start,16617,12261,34,16,0.5386396050453186,1.7351941314158206,-1.196554526370502,75,61
same_token,16647,12266,24,11951,2.6934404373168945,1.0595982149243355,1.633842222392559,8,8
