condition,variant,step,query,entropy,top_margin,candidate_a,candidate_b,candidate_margin,top_token,expected_candidate,revisit8,revisit16,revisit32,is_value_slot
clothes,cut_source,33, to,1.1413167715072632,2.0, the, their,2.0, the,,0.0010473509319126606,0.0005427048890851438,7.63756106607616e-05,0
clothes,cut_source,34, the,1.0197901725769043,1.125, knee, knees,-1.125, knees,,0.002000113483518362,0.0009730493184179068,0.0004723261226899922,0
clothes,cut_source,35, knee,1.724048376083374,0.125,",", for,-0.375,.,,0.004288835159968585,0.0028414854896254838,0.0007593922200612724,0
clothes,cut_source,36,",",3.690432071685791,1.75, and, while,1.8125, and,,0.028909443004522473,0.012598025612533092,0.002573550445958972,0
clothes,cut_source,37, and,4.2555999755859375,0.8125, skirts, women,-0.5625, clo,,0.015578382182866335,0.009052841749507934,0.001481394749134779,0
clothes,cut_source,38, skirts,2.6376402378082275,1.25, that, covering,3.9375, for,,0.0020488195004872978,0.0028500970220193267,0.001047658093739301,0
clothes,cut_source,39, that,2.9038939476013184,0.25, covered, were,-2.625, were,,0.0012180824996903539,0.0016596573987044394,0.000937637931201607,0
clothes,cut_source,40, covered,0.9783667325973511,0.75, up, the,-4.375, the,,0.0015805340372025967,0.0018222312210127711,0.0009792183409444988,0
clothes,cut_source,41, up,0.3891569972038269,3.25, to, the,3.25, to,,0.0020783290965482593,0.002513958723284304,0.0016965565737336874,0
clothes,cut_source,42, to,0.6948013305664062,2.125, the, ankle,7.0, the,,0.002825127390678972,0.0008856139611452818,0.00017878174548968673,0
clothes,cut_source,43, the,2.278571128845215,0.875, ankle, ankles,0.25, knee,,0.0026272154063917696,0.0017275218269787729,0.0005755192833021283,0
clothes,cut_source,44, ankle,1.3467087745666504,1.75,., for,1.75,.,,0.01409286103444174,0.013460409943945706,0.004000714514404535,0
clothes,cut_source,45,.,3.2709670066833496,0.625,<|eot_id|>, The,0.75,<|eot_id|>,,0.04426947917090729,0.06074804370291531,0.026294040377251804,0
clothes,cut_remote_history,2,ca,0.7197208404541016,1.875, clothes, men,1.875, clothes,,0.0,0.0,0.0,0
clothes,cut_remote_history,3, clothes,1.4271135330200195,1.0, were, consisted,1.0, were,,0.0014812187873758376,0.0014812187873758376,0.0014812187873758376,0
clothes,cut_remote_history,4, were,1.4662563800811768,1.5, made, typically,1.5, made,,0.004957607772666961,0.004957607772666961,0.004957607772666961,0
clothes,cut_remote_history,5, made,0.48521944880485535,1.5, of, from,1.5, of,,0.006074057891964912,0.006074057891964912,0.006074057891964912,0
clothes,cut_remote_history,6, of,0.06541174650192261,5.25, woven,":

",5.25, woven,,0.005255836702417582,0.005255836702417582,0.005255836702417582,0
clothes,cut_remote_history,7, woven,0.004664966836571693,8.0, or, textiles,8.0, or,,0.006463052181061357,0.006463052181061357,0.006463052181061357,0
clothes,cut_remote_history,8, or,0.0006205067038536072,9.875, kn, knit,9.875, kn,,0.003561337594874203,0.003561337594874203,0.003561337594874203,0
clothes,cut_remote_history,9, kn,6.293679325608537e-05,13.625,itted,itten,13.625,itted,,0.008004773175343871,0.006333845143672079,0.006333845143672079,0
clothes,cut_remote_history,10,itted,0.0010166559368371964,10.5, textiles, textures,10.5, textiles,,0.003244741295929998,0.0051673363777808845,0.0051673363777808845,0
clothes,cut_remote_history,11, textiles,0.616706371307373,2.375,",", and,2.375,",",,0.01124115550192073,0.008920879336073995,0.008920879336073995,0
clothes,cut_remote_history,12,",",1.650923490524292,1.125, held, often,1.125, held,,0.010312454600352794,0.0042202663025818765,0.0042202663025818765,0
clothes,cut_remote_history,13, held,0.0004891137359663844,10.125, together, by,10.125, together,,0.0045228032395243645,0.010103305277880281,0.010103305277880281,0
clothes,cut_remote_history,14, together,0.08166900277137756,4.125, by, with,4.125, by,,0.003460510401055217,0.007551041315309703,0.007551041315309703,0
clothes,cut_remote_history,15, by,0.503099799156189,1.375, metal, large,-1.375, large,,0.004949778784066439,0.006993392365984619,0.006993392365984619,0
clothes,cut_remote_history,16, metal,1.4435219782171771e-05,14.375, pins,pins,14.375, pins,,0.00545612012501806,0.00969193025957793,0.00969193025957793,0
clothes,cut_remote_history,17, pins,0.7609098553657532,0.125,.,",",-0.125,",",,0.007365150435362011,0.0014990870840847492,0.0016429571551270783,0
clothes,cut_remote_history,18,.,1.2088825702667236,1.0, They, The,1.0, They,,0.020295356574933976,0.011175293184351176,0.012220946722663939,0
clothes,cut_remote_history,19, They,1.0851459503173828,1.375, wore, were,-3.125, were,,0.0023224818287417293,0.004721518722362816,0.008551824081223458,0
clothes,cut_remote_history,20, wore,2.342397451400757,0.75, tun, simple,-0.75, simple,,0.0038325985078699887,0.009529618080705404,0.016730654751881957,0
clothes,cut_remote_history,21, tun,8.88200338522438e-06,15.125,ics,ks,15.125,ics,,0.003930548497010022,0.006550001562573016,0.008696108125150204,0
clothes,cut_remote_history,22,ics,1.5141866207122803,0.375, and, (,-0.375, (,,0.0028755763196386397,0.00573277473449707,0.006947046727873385,0
clothes,cut_remote_history,23, and,0.9691945314407349,0.625, clo, skirts,0.625, clo,,0.003385308722499758,0.0035145755973644555,0.0038211410865187645,0
clothes,cut_remote_history,24, clo,0.0014231791719794273,9.375,aks,ths,9.375,aks,,0.012294567539356649,0.011282056861091405,0.012868420104496181,0
clothes,cut_remote_history,25,aks,0.9726924300193787,1.75,",", for,1.75,",",,0.0036302543594501913,0.003939031041227281,0.004580077831633389,0
clothes,cut_remote_history,26,",",1.0866318941116333,1.25, with, and,1.25, with,,0.011592655559070408,0.004045047098770738,0.004229422949720174,0
clothes,cut_remote_history,27, with,2.7473671436309814,0.625, t, men,-2.4375, men,,0.007144514704123139,0.011103786993771791,0.012557831360027194,0
clothes,cut_remote_history,28, t,0.7713685035705566,0.75,unic,ass,0.75,unic,,0.002611897885799408,0.0046086271177046,0.005399181914981455,0
clothes,cut_remote_history,29,unic,1.2314180135726929,0.75, lengths, reaching,-1.125, reaching,,0.011769444681704044,0.015100032207556069,0.01583686185767874,0
clothes,cut_remote_history,30, lengths,0.17136387526988983,4.25, reaching, up,4.25, reaching,,0.007817012432496995,0.0146831696620211,0.015103854238986969,0
clothes,cut_remote_history,31, reaching,0.6226611137390137,1.625, up, the,1.625, up,,0.0028170852456241846,0.003282603225670755,0.0038183073047548532,0
clothes,cut_remote_history,32, up,0.0027807033620774746,9.375, to, the,9.375, to,,0.012427084555383772,0.004617397615220398,0.004925781569909304,0
clothes,cut_remote_history,33, to,0.25738999247550964,2.75, the, their,2.75, the,,0.0018621331546455622,0.006325386115349829,0.006750463391654193,0
clothes,cut_remote_history,34, the,0.373871386051178,2.0, knee, knees,2.0, knee,,0.004164955695159733,0.004823224386200309,0.006532882689498365,0
clothes,cut_remote_history,35, knee,1.3284908533096313,0.125,",", for,-0.125, and,,0.011007267457898706,0.0031244016718119383,0.0034595075994729996,0
clothes,cut_remote_history,36,",",0.24841782450675964,3.25, and, while,3.25, and,,0.02699541934998706,0.006541441427543759,0.007886928098741919,0
clothes,cut_remote_history,37, and,1.6283433437347412,0.5, skirts, women,-0.5, women,,0.009335149428807199,0.00631775934016332,0.008917855564504862,0
clothes,cut_remote_history,38, skirts,1.628722071647644,0.25, that, covering,-0.25, covering,,0.003666227450594306,0.012092577118892223,0.01696476707002148,0
clothes,cut_remote_history,39, that,0.7392642498016357,2.125, covered, were,2.125, covered,,0.0014447704888880253,0.004901417123619467,0.007312198344152421,0
clothes,cut_remote_history,40, covered,0.6160754561424255,1.125, up, the,1.125, up,,0.004385584674309939,0.007840568432584405,0.008424203319009393,0
clothes,cut_remote_history,41, up,0.0005845795967616141,10.25, to, the,10.25, to,,0.017836138023994863,0.013619753066450357,0.015206913754809648,0
clothes,cut_remote_history,42, to,0.010012254118919373,6.75, the, ankle,6.75, the,,0.007071470783557743,0.006480625364929438,0.007353003427851945,0
clothes,cut_remote_history,43, the,0.2485925555229187,2.625, ankle, ankles,2.625, ankle,,0.004576964071020484,0.006953817792236805,0.008318674168549478,0
clothes,cut_remote_history,44, ankle,0.20353569090366364,3.75,., for,3.75,.,,0.014171285030897707,0.00781864341115579,0.008156596915796399,0
clothes,cut_remote_history,45,.,1.8872120380401611,1.0,<|eot_id|>, The,1.0,<|eot_id|>,,0.020530098292510957,0.02564985625213012,0.02898915868718177,0
clothes,cut_recent_history,2,ca,0.5720473527908325,1.75, clothes, men,1.75, clothes,,0.0,0.0,0.0,0
clothes,cut_recent_history,3, clothes,1.6352341175079346,1.5, were, consisted,3.125, of,,0.0,0.0,0.0,0
clothes,cut_recent_history,4, were,1.339226245880127,2.0, made, typically,2.5, simple,,0.0,0.0,0.0,0
clothes,cut_recent_history,5, made,1.0425528287887573,0.25, of, from,0.25, of,,0.0,0.0,0.0,0
clothes,cut_recent_history,6, of,1.8727600574493408,0.625, woven,":

",5.3125, the,,0.0,0.0,0.0,0
clothes,cut_recent_history,7, woven,0.41568195819854736,3.625, or, textiles,4.375, or,,0.0,0.0,0.0,0
clothes,cut_recent_history,8, or,4.9250078201293945,0.1875, kn, knit,2.0625, based,,0.0,0.0,0.0,0
clothes,cut_recent_history,9, kn,0.12513884902000427,3.625,itted,itten,16.5625,itted,,0.0,0.0,0.0,0
clothes,cut_recent_history,10,itted,4.194833278656006,0.125, textiles, textures,4.921875, answer,,0.0,0.0,0.0,0
clothes,cut_recent_history,11, textiles,1.8487251996994019,2.625,",", and,0.625, were,,0.0,0.0,0.0,0
clothes,cut_recent_history,12,",",3.1609859466552734,0.625, held, often,-0.109375, In,,0.0,0.0,0.0,0
clothes,cut_recent_history,13, held,0.08344358950853348,6.0, together, by,6.0, together,,0.0,0.0,0.0,0
clothes,cut_recent_history,14, together,3.3938450813293457,0.625, by, with,-4.9375,",",,0.0,0.0,0.0,0
clothes,cut_recent_history,15, by,3.974091053009033,0.125, metal, large,-0.6875, combining,,0.0,0.0,0.0,0
clothes,cut_recent_history,16, metal,0.1336984634399414,5.5, pins,pins,8.875, pins,,0.0,0.0,0.0,0
clothes,cut_recent_history,17, pins,1.6423789262771606,1.375,.,",",-2.5625, were,,0.0,0.0,0.0,0
clothes,cut_recent_history,18,.,3.241028308868408,0.3125, They, The,-2.8125, The,,0.0,0.0,0.0002016957732848823,0
clothes,cut_recent_history,19, They,1.8940563201904297,1.5, wore, were,1.5, wore,,0.0,0.0,0.005266699299681932,0
clothes,cut_recent_history,20, wore,3.635735511779785,1.3125, tun, simple,-1.3125, simple,,0.0,0.0,0.001596640853676945,0
clothes,cut_recent_history,21, tun,0.00022053463908378035,12.75,ics,ks,16.4375,ics,,0.0,0.0,0.004477159935049713,0
clothes,cut_recent_history,22,ics,5.393779754638672,0.0625, and, (,1.0, were,,0.0,0.0,0.0011256472207605839,0
clothes,cut_recent_history,23, and,4.726241588592529,0.9375, clo, skirts,-0.6875, were,,0.0,0.0,0.016459729056805372,0
clothes,cut_recent_history,24, clo,0.8927338123321533,0.375,aks,ths,-0.375,ths,,0.0,0.0,0.0037731073680333793,0
clothes,cut_recent_history,25,aks,6.836965560913086,0.875,",", for,0.6875, were,,0.0,0.0,0.004167128470726311,0
clothes,cut_recent_history,26,",",5.44315242767334,0.5, with, and,-2.0,<|eot_id|>,,0.0,0.0,0.0019044897053390741,0
clothes,cut_recent_history,27, with,4.452902793884277,0.75, t, men,1.75, gold,,0.0,0.0,0.019424576486926526,0
clothes,cut_recent_history,28, t,4.875282287597656,1.6875,unic,ass,3.9375,unic,,0.0,0.0,0.0021081664017401636,0
clothes,cut_recent_history,29,unic,6.064644813537598,0.625, lengths, reaching,2.515625, tun,,0.0,0.0,0.006921800144482404,0
clothes,cut_recent_history,30, lengths,4.675201416015625,0.375, reaching, up,0.625, of,,0.0,0.0,0.013134625332895666,0
clothes,cut_recent_history,31, reaching,3.3629097938537598,0.1875, up, the,1.25, up,,0.0,0.0,0.007992648228537291,0
clothes,cut_recent_history,32, up,2.462282657623291,2.75, to, the,3.6875, to,,0.0,0.0,0.0011148033081553876,0
clothes,cut_recent_history,33, to,5.709622859954834,0.625, the, their,1.125, the,,0.0,0.0,0.0012211483553983271,0
clothes,cut_recent_history,34, the,4.976627826690674,0.125, knee, knees,2.78125, the,,0.0,0.0,0.008372302167117596,0
clothes,cut_recent_history,35, knee,4.795180797576904,0.1875,",", for,3.5,",",,0.0,0.0,0.015118777402676642,0
clothes,cut_recent_history,36,",",5.752398490905762,0.25, and, while,4.125, of,,0.0,0.0,0.0011898729135282338,0
clothes,cut_recent_history,37, and,5.221400260925293,0.0625, skirts, women,1.25, a,,0.0,0.0,0.02206073811976239,0
clothes,cut_recent_history,38, skirts,3.5067214965820312,1.4375, that, covering,3.03125, tun,,0.0,0.0,0.011154674692079425,0
clothes,cut_recent_history,39, that,5.519456386566162,0.375, covered, were,-3.0, that,,0.0,0.0,0.0018784847925417125,0
clothes,cut_recent_history,40, covered,5.2266387939453125,0.0, up, the,2.0625, up,,0.0,0.0,0.011718418565578759,0
clothes,cut_recent_history,41, up,4.290724754333496,1.125, to, the,3.0625, to,,0.0,0.0,0.0011632837122306228,0
clothes,cut_recent_history,42, to,5.53570556640625,0.6875, the, ankle,0.5625, to,,0.0,0.0,0.001528553431853652,0
clothes,cut_recent_history,43, the,5.791484832763672,0.9375, ankle, ankles,3.625, the,,0.0,0.0,0.0026708957739174366,0
clothes,cut_recent_history,44, ankle,5.6256537437438965,0.25,., for,3.5625,<|eot_id|>,,0.0,0.0,0.012941600987687707,0
clothes,cut_recent_history,45,.,3.568063974380493,3.5625,<|eot_id|>, The,3.5625,<|eot_id|>,,0.0,0.0,0.0024387227604165673,0
clothes,local16,2,ca,5.894061088562012,0.5625, clothes, men,-2.453125, Empire,,0.0,0.0,0.0,0
clothes,local16,3, clothes,2.622704267501831,2.1875, were, consisted,3.875, were,,0.0,0.0,0.0,0
clothes,local16,4, were,3.7552099227905273,1.6875, made, typically,3.0, made,,0.0,0.0,0.0,0
clothes,local16,5, made,1.5804638862609863,0.875, of, from,-0.875, from,,0.0,0.0,0.0,0
clothes,local16,6, of,3.164855480194092,1.125, woven,":

",8.71875, wool,,0.0,0.0,0.0,0
clothes,local16,7, woven,2.725821018218994,0.625, or, textiles,-1.6875, wool,,0.0,0.0,0.0,0
clothes,local16,8, or,0.9687775373458862,2.375, kn, knit,5.5, kn,,0.0,0.0,0.0,0
clothes,local16,9, kn,0.31786438822746277,2.25,itted,itten,13.0,itted,,0.0016575245535932481,0.0,0.0,0
clothes,local16,10,itted,2.639784812927246,0.0, textiles, textures,5.4375, wool,,0.0009907364146783948,0.0,0.0,0
clothes,local16,11, textiles,1.7650624513626099,0.875,",", and,1.9375,.,,0.006110735528636724,0.0,0.0,0
clothes,local16,12,",",3.631843090057373,0.0, held, often,-7.375, which,,0.011860243452247232,0.0,0.0,0
clothes,local16,13, held,0.778243899345398,2.125, together, by,4.5, together,,0.0007383329211734235,0.0,0.0,0
clothes,local16,14, together,0.8188894987106323,1.0, by, with,-1.0, with,,0.0018101895111612976,0.0,0.0,0
clothes,local16,15, by,4.639983654022217,0.5, metal, large,0.8125, a,,0.001763761101756245,0.0,0.0,0
clothes,local16,16, metal,2.5525615215301514,0.125, pins,pins,8.0, or,,0.001671968901064247,0.0,0.0,0
clothes,local16,17, pins,1.8632774353027344,0.5,.,",",0.625, or,,0.0011762671056203544,0.0,0.0,0
clothes,local16,18,.,4.4644455909729,0.5625, They, The,-0.5625, The,,0.02317253377987072,0.0,0.0,0
clothes,local16,19, They,2.3790037631988525,2.5, wore, were,-3.375, were,,0.0038867286639288068,0.0,0.0,0
clothes,local16,20, wore,4.749737739562988,0.375, tun, simple,1.0625, a,,0.0019942073267884552,0.0,0.0,0
clothes,local16,21, tun,0.0019679099787026644,9.0,ics,ks,13.8125,ics,,0.0007601555553264916,0.0,0.0,0
clothes,local16,22,ics,2.079646587371826,0.875, and, (,1.875,",",,0.0004966852720826864,0.0,0.0,0
clothes,local16,23, and,3.2396628856658936,1.5625, clo, skirts,4.5, clo,,0.0018318442162126303,0.0,0.0,0
clothes,local16,24, clo,0.004495272412896156,8.25,aks,ths,8.25,aks,,0.004940924060065299,0.0,0.0,0
clothes,local16,25,aks,2.355034828186035,1.125,",", for,2.875,",",,0.0009953876142390072,0.0,0.0,0
clothes,local16,26,",",3.5729408264160156,0.625, with, and,-1.3125, and,,0.00996976438909769,0.0,0.0,0
clothes,local16,27, with,4.6993727684021,0.25, t, men,-2.875, a,,0.0008663373300805688,0.0,0.0,0
clothes,local16,28, t,2.16115665435791,0.625,unic,ass,-0.875,ass,,0.0004941394436173141,0.0,0.0,0
clothes,local16,29,unic,4.737006187438965,0.8125, lengths, reaching,1.875, sleeves,,0.0029668292263522744,0.0,0.0,0
clothes,local16,30, lengths,3.1300923824310303,1.0, reaching, up,2.6875, varying,,0.0024967857752926648,0.0,0.0,0
clothes,local16,31, reaching,2.242640972137451,1.0, up, the,-0.5, down,,0.0010794171248562634,0.0,0.0,0
clothes,local16,32, up,0.09879142791032791,6.5, to, the,6.5, to,,0.017468277364969254,0.0,0.0,0
clothes,local16,33, to,1.1664040088653564,1.75, the, their,1.75, the,,0.0005312013672664762,0.0,0.0,0
clothes,local16,34, the,1.6025362014770508,0.125, knee, knees,0.125, knee,,0.0014569565537385643,0.0,0.0,0
clothes,local16,35, knee,1.7685918807983398,1.375,",", for,0.125,.,,0.0029116045334376395,0.0,0.0,0
clothes,local16,36,",",3.344487190246582,1.9375, and, while,1.9375, and,,0.020696763473097235,0.0,0.0,0
clothes,local16,37, and,4.220306396484375,1.5, skirts, women,-1.625, clo,,0.01244766649324447,0.0,0.0,0
clothes,local16,38, skirts,3.334730386734009,0.5, that, covering,2.4375, for,,0.0012678157072514296,0.0,0.0,0
clothes,local16,39, that,3.365447759628296,0.75, covered, were,-2.6875, were,,0.0007033550064079463,0.0,0.0,0
clothes,local16,40, covered,0.9744580388069153,2.25, up, the,-5.5625, the,,0.0011689809034578502,0.0,0.0,0
clothes,local16,41, up,0.2653079330921173,3.625, to, the,3.625, to,,0.0006119127501733601,0.0,0.0,0
clothes,local16,42, to,1.1846871376037598,2.875, the, ankle,5.875, the,,0.0020372284343466163,0.0,0.0,0
