step,query_step,query_position,query,token,shift,revisit,threshold,active,event,top1_probability,top2_margin,logit_entropy
39,38,573, the, onions,21.82529985417161,0.939508843384685,6.150909977312942,0,0,0.9976338,6.625,0.029983485
40,39,574, onions,",",32.820993268205584,2.312953742763562,6.150909977312942,0,0,0.9834736,4.125,0.1254782
41,40,575,",", butter,30.02170318825369,2.420790147785426,6.150909977312942,0,0,0.98829126,4.875,0.11889952
42,41,576, butter,",",32.4745299002982,2.411817656843672,6.150909977312942,0,0,0.9993003,7.5,0.008947391
43,42,577,",", and,29.42747517331103,2.7625853526573003,5.862979004577712,0,0,0.99961287,8.0,0.005296336
44,43,578, and, beer,29.301863549229918,3.6441070401313675,5.862979004577712,0,0,0.9999332,10.5,0.0012704672
45,44,579, beer,".
",35.219755335009296,4.0210033560617555,5.7070913733568265,0,0,0.4059298,0.125,1.9767396
46,45,580,".
",3,48.46667941595901,7.051427141897455,5.7070913733568265,1,1,0.99693,5.875,0.03231947
47,46,581,3,.,40.640258616800196,5.758413646659558,6.523825863908124,0,0,0.99993515,11.25,0.0013374244
48,47,582,., Place,41.71508070667963,6.3679159360403785,6.523825863908124,0,0,0.5586407,0.5,1.6177379
49,48,583, Place, the,33.4090949512666,3.918793788536997,6.538793737504648,0,0,0.9839595,4.125,0.119900435
50,49,584, the, pot,31.6448443382024,3.374164876034865,6.538793737504648,0,0,0.9999923,12.25,0.0001722925
51,50,585, pot, over,41.05677228390911,7.14635606464834,6.538793737504648,1,1,0.999939,9.75,0.000938824
52,51,586, over, medium,33.10415519538142,4.057324295933413,7.075159372585176,0,0,0.99997705,11.25,0.00047085842
53,52,587, medium, heat,30.54676582393336,2.7059521738441945,7.075159372585176,0,0,0.9999427,11.0,0.0010537264
54,53,588, heat, and,31.071951072823094,3.2973660236973332,7.075159372585176,0,0,0.73058367,1.0,0.8486082
55,54,589, and, simmer,29.341782571105185,1.8621316882198453,7.075159372585176,0,0,0.9995862,8.375,0.0061712707
56,55,590, simmer, for,35.15547854294561,3.4711802903347673,7.075159372585176,0,0,0.9995271,7.75,0.006263933
57,56,591, for, ,32.03968613904922,3.175942192316417,7.075159372585176,0,0,0.99984926,9.375,0.0025008693
58,57,592, ,15,48.02809989415331,6.948039893474811,7.075159372585176,0,0,0.9231428,2.5,0.40244344
59,58,593,15, to,43.22281538538784,5.419500461184926,7.075159372585176,0,0,0.9669031,3.375,0.20982842
60,59,594, to, ,52.093702043736705,7.422167241120874,7.075159372585176,1,1,0.99997336,11.5,0.0005465373
61,60,595, ,20,48.36735713868127,8.0641742529308,7.215308858766473,1,0,0.9999256,11.25,0.0013765487
62,61,596,20, minutes,44.8969545838092,6.617007044536926,7.582668994073355,0,0,0.9999962,13.5,6.3240186e-05
63,62,597, minutes,".
",30.91589134916138,2.102141354921466,7.582668994073355,0,0,0.9226288,3.5,0.5700192
64,63,598,".
",4,43.029157388156314,4.542590601832778,7.582668994073355,0,0,0.9931097,5.875,0.07981648
65,64,599,4,.,40.05418228473138,4.746652847372431,7.582668994073355,0,0,0.9997196,9.125,0.0047585494
66,65,600,., Pre,39.00362938114496,4.455623256212516,7.582668994073355,0,0,0.70530236,1.5,1.6402192
67,66,601, Pre,heat,40.71306681414472,4.106818580525624,7.582668994073355,0,0,0.9999962,12.5,0.00010521242
68,67,602,heat, a,32.60518835948491,2.4700185747115277,7.582668994073355,0,0,0.6615827,1.125,1.2968217
69,68,603, a, grill,32.723862407031014,2.333742382735091,7.582668994073355,0,0,0.9998513,10.25,0.0027299202
70,69,604, grill, for,38.691721113846555,3.558463002586845,7.582668994073355,0,0,0.96569026,3.375,0.2261964
71,70,605, for, medium,32.94461449643916,2.400163049466913,7.582668994073355,0,0,0.99992365,9.625,0.0012372724
72,71,606, medium,-high,37.60539643700491,2.698723747292962,7.582668994073355,0,0,0.99696624,6.25,0.034461755
73,72,607,-high, heat,29.54804925870255,1.5370993004779177,7.582668994073355,0,0,0.9999695,10.625,0.0005440572
74,73,608, heat, and,37.89690323978899,3.4315558273096873,7.582668994073355,0,0,0.34867546,0.125,1.8614604
75,74,609, and, lightly,32.11662911667405,2.6046078579066227,7.582668994073355,0,0,0.94184047,3.25,0.44882536
76,75,610, lightly, oil,42.28060351374843,4.80789009684004,7.582668994073355,0,0,0.9999962,13.625,5.0476614e-05
77,76,611, oil, the,27.87131745679453,1.8068297613993791,6.978798846635394,0,0,0.99849427,7.0,0.018056167
78,77,612, the, grate,25.677965717173883,1.4663903370330253,5.260169333764262,0,0,0.9967476,5.875,0.033658564
79,78,613, grate,".
",44.66185309793299,5.074908489127026,4.761962159739333,1,1,0.99720585,6.25,0.030765127
80,79,614,".
",5,45.717762702041526,5.9640421941078845,4.874644694911787,1,0,0.99113786,4.875,0.084062956
81,80,615,5,.,49.771296614509595,7.339165767119975,5.29719191537224,1,0,0.9998608,10.125,0.002593768
82,81,616,., Cook,43.75619056036615,6.5637342849713125,6.307823087360907,1,0,0.8981141,2.875,0.7686093
83,82,617, Cook, the,41.411009766458335,5.207589915471694,6.757592155508478,0,0,0.9996263,8.0,0.0051126853
84,83,618, the, brat,31.80023859726212,2.892993832284368,6.757592155508478,0,0,0.99908495,7.125,0.011679124
85,84,619, brat,w,45.37580599394565,8.147469988206993,6.757592155508478,1,1,1.0,13.625,3.8057762e-05
86,85,620,w,urst,61.789475204591284,7.3943323987624225,7.541241822391729,0,0,0.9999962,12.75,0.00011728776
87,86,621,urst, on,63.894878342343,8.563296796936596,7.582616796123565,1,1,0.99926966,7.25,0.008878139
88,87,622, on, the,32.921299937837915,3.665264480028086,8.251426690389394,0,0,0.9999084,9.5,0.0014050838
89,88,623, the, pre,32.64998776502564,3.9026172811819038,8.251426690389394,0,0,0.83529705,1.625,0.6485123
90,89,624, pre,he,50.00125102115351,8.610469384424311,8.251426690389394,1,1,0.9999923,12.625,0.00012078437
91,90,625,he,ated,88.33737399404228,16.00468965194878,8.575089943808525,1,0,0.9999923,12.75,0.00016532581
92,91,626,ated, grill,90.80098186021269,21.22759029692542,10.459024451305428,1,0,1.0,14.25,2.7725406e-05
93,92,627, grill, for,47.12418913265198,7.712450827111816,17.310414813192942,0,0,0.8518774,1.75,0.60650146
94,93,628, for, ,33.41626672081275,2.4822973670808235,17.310414813192942,0,0,0.99998474,12.25,0.0003224714
95,94,629, ,10,41.59097482078709,2.7537799611892027,17.310414813192942,0,0,0.9464469,2.875,0.30343768
96,95,630,10, to,37.29917544618016,2.255171070061658,17.310414813192942,0,0,0.98592085,4.25,0.10694452
97,96,631, to, ,55.32864526985162,6.069015122974024,17.310414813192942,0,0,0.99987406,9.0,0.0018316681
98,97,632, ,14,51.76477792918164,5.144030237794603,17.310414813192942,0,0,0.9983249,6.875,0.02126666
99,98,633,14, minutes,38.53138633091362,2.5640500565440894,17.310414813192942,0,0,0.9999923,13.125,0.00016920114
100,99,634, minutes,",",31.67926432957099,1.7176402653881677,17.310414813192942,0,0,0.9982391,7.375,0.02318052
101,100,635,",", turning,28.41879688289528,1.3940712384645744,17.310414813192942,0,0,0.9977347,6.125,0.023971451
102,101,636, turning, occasionally,38.74944267215015,2.641551658812706,17.310414813192942,0,0,0.9994908,8.125,0.0073249084
103,102,637, occasionally, to,29.127674025446197,1.0348603189345218,17.310414813192942,0,0,0.8534452,2.375,0.8197078
104,103,638, to, brown,30.05694696699264,1.3493341361377325,17.310414813192942,0,0,0.9998799,10.0,0.0020845698
105,104,639, brown, evenly,28.588233218291425,1.39323921275968,17.310414813192942,0,0,0.9997978,9.25,0.0032978356
106,105,640, evenly,".
",49.70470818615926,5.930982797202054,17.310414813192942,0,0,0.5803861,0.5,1.293038
107,106,641,".
",6,47.02612464068587,5.348874961723032,17.310414813192942,0,0,0.90957826,3.375,0.7220466
108,107,642,6,.,42.61323247800715,4.299775502050499,11.091235694565217,0,0,0.99930984,7.875,0.01066514
109,108,643,., Alternatively,39.14385198431526,4.191206380273098,6.4798740490084725,0,0,0.56740886,1.5,2.5130975
110,109,644, Alternatively,",",53.886128288740196,7.397671381826134,5.9654908786450465,1,1,0.9979174,6.75,0.025670273
111,110,645,",", cook,43.36456750482646,5.31018926466275,6.401179187687052,0,0,0.5424973,0.5,1.5755504
112,111,646, cook, the,37.18133451874404,4.000704982069895,6.401179187687052,0,0,0.9784891,4.125,0.1827931
113,112,647, the, brat,40.73968195562479,6.222770249073446,6.401179187687052,0,0,0.9917827,4.875,0.076104306
114,113,648, brat,w,52.232488598834706,10.417922219038953,6.516495532261618,1,1,0.9999179,9.625,0.0013346989
115,114,649,w,urst,63.883664649074085,11.26780555127509,8.15273409112934,1,0,0.9999714,11.25,0.0005411685
116,115,650,urst, in,74.14619056224164,14.20760286391772,10.630393052097988,1,0,0.46605548,0.125,1.626811
117,116,651, in, the,38.656586621802205,4.551996304784605,12.002754879435749,0,0,0.811411,1.625,0.8255235
118,117,652, the, beer,33.30892547230551,3.2637435256070058,12.002754879435749,0,0,0.9412838,3.625,0.4325682
119,118,653, beer, mixture,46.892995332974564,6.8589632409872126,12.002754879435749,0,0,0.95379907,3.375,0.35476863
120,119,654, mixture, on,33.36517898874018,3.0838507337924157,12.002754879435749,0,0,0.7741061,2.75,1.5804248
121,120,655, on, the,43.026430694341286,5.012926103815989,12.002754879435749,0,0,0.8876152,2.625,0.66202384
122,121,656, the, st,31.638303623370426,2.0697979708056056,12.002754879435749,0,0,0.80175287,1.75,0.97325873
123,122,657, st,ov,53.63274088183381,6.992684105378154,12.002754879435749,0,0,0.9999886,12.0,0.00026508953
124,123,658,ov,et,47.09695404157346,5.397867650425548,12.002754879435749,0,0,0.9999962,13.25,0.00010712264
125,124,659,et,op,50.674688684623874,6.060093348107879,12.002754879435749,0,0,1.0,14.75,1.4518366e-05
126,125,660,op, or,37.50903894206684,3.3012123484725935,12.002754879435749,0,0,0.326617,0.375,3.0001929
127,126,661, or, grill,44.15914812856086,5.114548426894109,12.002754879435749,0,0,0.72761333,1.375,1.3290722
128,127,662, grill,",",42.04140903416092,4.691853650530394,12.002754879435749,0,0,0.44004557,0.25,2.3821287
129,128,663,",", then,42.82599094159032,5.380351505953374,12.002754879435749,0,0,0.570887,1.125,2.292223
130,129,664, then, serve,34.40284535973919,2.8054565318957483,12.002754879435749,0,0,0.7515942,2.5,1.5230659
131,130,665, serve, with,45.77587739506518,5.480162385679479,12.002754879435749,0,0,0.9895719,5.0,0.09766761
132,131,666, with, the,29.990733074317625,2.0192661795701623,8.796413795013045,0,0,0.9972877,6.75,0.032147035
133,132,667, the, beer,31.279758394936273,2.393469376562501,6.892393457084948,0,0,0.99453324,6.125,0.06601125
134,133,668, beer, mixture,41.76498388508096,6.064352832464233,6.892393457084948,0,0,0.99970055,9.5,0.004954539
135,134,669, mixture, as,35.82354360816348,3.7066058581839574,6.892393457084948,0,0,0.99830383,7.25,0.022636293
136,135,670, as, a,40.760779024143545,6.435917958868321,6.296435650692713,1,1,0.99993134,10.125,0.0011519333
137,136,671, a, topping,36.801133524554956,4.373685807426877,6.575109495495779,0,0,0.99907154,7.0,0.01087076
138,137,672, topping, or,38.545202859811276,3.2704406905297763,6.575109495495779,0,0,0.9904954,5.125,0.0891817
139,138,673, or, side,33.91420695085242,3.0388692663648635,6.575109495495779,0,0,1.0,14.375,2.9658691e-05
140,139,674, side,".

",47.900282946235464,6.977573533610365,6.157244114065255,1,1,0.5944273,0.625,1.424955
141,140,675,".

",Note,84.29183412619406,13.100775715571276,6.571331852553832,1,0,0.534426,2.125,3.6977277
142,141,676,Note,:,47.29677022752868,2.923009481739525,8.508374079100593,0,0,0.89211816,2.125,0.50748557
143,142,677,:, The,40.095104285872424,2.1601789455429845,8.508374079100593,0,0,0.24989201,0.75,4.7267203
144,143,678, The, optimal,39.91461477123782,2.439499099018663,8.508374079100593,0,0,0.21608374,0.25,4.6107597
145,144,679, optimal, method,38.462938481322986,2.656482734051618,8.508374079100593,0,0,0.56201905,0.5,1.6967844
146,145,680, method, is,50.31831174269405,4.3389010532666195,8.508374079100593,0,0,0.44455382,1.25,2.9669125
147,146,681, is, not,32.8727589296427,1.4175539144088856,8.508374079100593,0,0,0.68910074,1.375,1.6994092
148,147,682, not, explicitly,30.663824269894487,0.9476372599959368,8.508374079100593,0,0,0.5449385,1.125,2.122367
149,148,683, explicitly, stated,30.99131057521064,1.1472966567115583,8.508374079100593,0,0,0.9283287,3.25,0.53854096
150,149,684, stated, in,29.319640476999975,1.0584808145309634,8.508374079100593,0,0,0.8876694,2.25,0.6313425
151,150,685, in, the,31.298818245515793,1.3096827404483369,8.508374079100593,0,0,0.97159684,3.75,0.21419254
152,151,686, the, given,35.40717147570472,2.432813939915586,8.508374079100593,0,0,0.64177,0.75,1.1820391
153,152,687, given, passages,28.459514440314514,0.8686766887363678,8.508374079100593,0,0,0.99990654,9.875,0.0016029997
154,153,688, passages,",",44.75560576182328,2.4352849807252994,8.508374079100593,0,0,0.61745024,0.75,1.3114915
155,154,689,",", so,39.258496409327115,3.4148236255998947,8.508374079100593,0,0,0.5050298,0.25,1.6530734
156,155,690, so, both,31.20213565534012,1.674441936400291,8.508374079100593,0,0,0.30439466,0.625,3.0861547
157,156,691, both, methods,45.08507214648159,2.941592069101873,6.5293697188427835,0,0,0.611955,1.625,2.0226007
158,157,692, methods, are,35.01031930746879,2.1273077877727498,3.6458429825165757,0,0,0.90090555,3.625,0.7866605
159,158,693, are, provided,28.446333320134535,1.5809134552346205,3.6458429825165757,0,0,0.5531876,1.125,2.0072796
160,159,694, provided, as,23.367253909017688,0.6177235837939661,3.6458429825165757,0,0,0.4399901,0.25,1.8065091
161,160,695, as, alternatives,23.626784705761406,0.6885154312115445,3.6458429825165757,0,0,0.4410354,0.625,2.4413338
162,161,696, alternatives,.,30.83516529590183,1.4628735785488263,3.6458429825165757,0,0,0.97918725,4.375,0.17392808
163,162,697,.,<|eot_id|>,53.537243283153444,6.129884716287583,3.0598999582263784,1,1,0.9787,4.5,0.20976074
