position,passage,token_id,token_piece,token,context
118,1,17895,Ġclothing, clothing,"ad”, according to this article on Inca textile and clothing. The article and Professor O’Toole also says that"
119,1,13,.,.,rding to this article on Inca textile and clothing. The article and Professor O’Toole also says that 
120,1,578,ĠThe, The,ding to this article on Inca textile and clothing. The article and Professor O’Toole also says that the 
121,1,4652,Ġarticle, article, to this article on Inca textile and clothing. The article and Professor O’Toole also says that the clothing
122,1,323,Ġand, and, article on Inca textile and clothing. The article and Professor O’Toole also says that the clothing […]
123,1,17054,ĠProfessor, Professor,icle on Inca textile and clothing. The article and Professor O’Toole also says that the clothing […]
124,1,507,ĠO, O,ca textile and clothing. The article and Professor O’Toole also says that the clothing […]
125,1,529,âĢĻ,’, textile and clothing. The article and Professor O’Toole also says that the clothing […]
126,1,1271,To,To,textile and clothing. The article and Professor O’Toole also says that the clothing […]
127,1,1286,ole,ole,xtile and clothing. The article and Professor O’Toole also says that the clothing […]
128,1,1101,Ġalso, also,le and clothing. The article and Professor O’Toole also says that the clothing […]
129,1,2795,Ġsays, says,d clothing. The article and Professor O’Toole also says that the clothing […]
130,1,430,Ġthat, that,thing. The article and Professor O’Toole also says that the clothing […]
131,1,279,Ġthe, the,. The article and Professor O’Toole also says that the clothing […]
132,1,17895,Ġclothing, clothing,e article and Professor O’Toole also says that the clothing […]
133,1,12996,Ġ[âĢ¦]ĊĊ," […]

", and Professor O’Toole also says that the clothing […]
139,2,52336,Clo,Clo,Clothing everywhere consisted of woven or knitted tex
140,2,1626,thing,thing,Clothing everywhere consisted of woven or knitted textiles
141,2,17277,Ġeverywhere, everywhere,"Clothing everywhere consisted of woven or knitted textiles, and these"
142,2,44660,Ġconsisted, consisted,"Clothing everywhere consisted of woven or knitted textiles, and these were alwa"
143,2,315,Ġof, of,"Clothing everywhere consisted of woven or knitted textiles, and these were always "
144,2,56874,Ġwoven, woven,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn w"
145,2,477,Ġor, or,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whol"
146,2,1168,Ġkn, kn,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, "
147,2,3847,itted,itted,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never"
148,2,94082,Ġtextiles, textiles,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or t"
149,2,11,",",","," everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or ta"
150,2,323,Ġand, and,"everywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or tailor"
151,2,1521,Ġthese, these,"ywhere consisted of woven or knitted textiles, and these were always worn whole, never cut or tailored; th"
152,2,1051,Ġwere, were," consisted of woven or knitted textiles, and these were always worn whole, never cut or tailored; they we"
153,2,2744,Ġalways, always,"isted of woven or knitted textiles, and these were always worn whole, never cut or tailored; they were held"
154,2,24634,Ġworn, worn,"f woven or knitted textiles, and these were always worn whole, never cut or tailored; they were held toge"
155,2,4459,Ġwhole, whole,"en or knitted textiles, and these were always worn whole, never cut or tailored; they were held together b"
156,2,11,",",",","knitted textiles, and these were always worn whole, never cut or tailored; they were held together by"
157,2,2646,Ġnever, never,"nitted textiles, and these were always worn whole, never cut or tailored; they were held together by large"
158,2,4018,Ġcut, cut," textiles, and these were always worn whole, never cut or tailored; they were held together by large met"
159,2,477,Ġor, or,"tiles, and these were always worn whole, never cut or tailored; they were held together by large metal "
160,2,41891,Ġtailored, tailored,"es, and these were always worn whole, never cut or tailored; they were held together by large metal pins. The"
161,2,26,;,;,"hese were always worn whole, never cut or tailored; they were held together by large metal pins. The "
162,2,814,Ġthey, they,"ese were always worn whole, never cut or tailored; they were held together by large metal pins. The garme"
163,2,1051,Ġwere, were,"ere always worn whole, never cut or tailored; they were held together by large metal pins. The garments o"
164,2,5762,Ġheld, held,"lways worn whole, never cut or tailored; they were held together by large metal pins. The garments of the"
165,2,3871,Ġtogether, together," worn whole, never cut or tailored; they were held together by large metal pins. The garments of the common p"
166,2,555,Ġby, by,"le, never cut or tailored; they were held together by large metal pins. The garments of the common peop"
167,2,3544,Ġlarge, large, never cut or tailored; they were held together by large metal pins. The garments of the common people wer
168,2,9501,Ġmetal, metal, cut or tailored; they were held together by large metal pins. The garments of the common people were of r
169,2,28042,Ġpins, pins,r tailored; they were held together by large metal pins. The garments of the common people were of rather
170,2,13,.,.,lored; they were held together by large metal pins. The garments of the common people were of rather 
171,2,578,ĠThe, The,ored; they were held together by large metal pins. The garments of the common people were of rather coar
172,2,67556,Ġgarments, garments,; they were held together by large metal pins. The garments of the common people were of rather coarse textil
173,2,315,Ġof, of,re held together by large metal pins. The garments of the common people were of rather coarse textiles.
174,2,279,Ġthe, the,held together by large metal pins. The garments of the common people were of rather coarse textiles. Inc
175,2,4279,Ġcommon, common, together by large metal pins. The garments of the common people were of rather coarse textiles. Inca Emper
176,2,1274,Ġpeople, people,er by large metal pins. The garments of the common people were of rather coarse textiles. Inca Emperor. Sap
177,2,1051,Ġwere, were,arge metal pins. The garments of the common people were of rather coarse textiles. Inca Emperor. Sapa Inc
178,2,315,Ġof, of,metal pins. The garments of the common people were of rather coarse textiles. Inca Emperor. Sapa Inca w
179,2,4856,Ġrather, rather,al pins. The garments of the common people were of rather coarse textiles. Inca Emperor. Sapa Inca wore eac
180,2,50347,Ġcoarse, coarse,. The garments of the common people were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth
181,2,94082,Ġtextiles, textiles,arments of the common people were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only
182,2,13,.,.,f the common people were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only 
183,2,763,ĠIn, In, the common people were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only onc
184,2,936,ca,ca,e common people were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once.
185,2,35414,ĠEmperor, Emperor,common people were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwa
186,2,13,.,.,eople were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwar
187,2,328,ĠS, S,ople were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards
188,2,18826,apa,apa,le were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards th
189,2,763,ĠIn, In,were of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the w
190,2,936,ca,ca,e of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the wor
191,2,28670,Ġwore, wore,of rather coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clo
192,2,1855,Ġeach, each,ther coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clothes 
193,2,28392,Ġcloth, cloth,coarse textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clothes were b
194,2,369,Ġfor, for, textiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clothes were burnt
195,2,1193,Ġonly, only,tiles. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clothes were burnt. So 
196,2,3131,Ġonce, once,. Inca Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clothes were burnt. So you k
197,2,13,.,.,a Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clothes were burnt. So you kn
198,2,87640,ĠAfterwards, Afterwards," Emperor. Sapa Inca wore each cloth for only once. Afterwards the worn clothes were burnt. So you know, they ne"
199,2,279,Ġthe, the,"apa Inca wore each cloth for only once. Afterwards the worn clothes were burnt. So you know, they need t"
200,2,24634,Ġworn, worn,"Inca wore each cloth for only once. Afterwards the worn clothes were burnt. So you know, they need to sup"
201,2,15447,Ġclothes, clothes,"wore each cloth for only once. Afterwards the worn clothes were burnt. So you know, they need to supply lots"
202,2,1051,Ġwere, were,"h cloth for only once. Afterwards the worn clothes were burnt. So you know, they need to supply lots of c"
203,2,50440,Ġburnt, burnt,"th for only once. Afterwards the worn clothes were burnt. So you know, they need to supply lots of cloth f"
204,2,13,.,.," only once. Afterwards the worn clothes were burnt. So you know, they need to supply lots of cloth fo"
205,2,2100,ĠSo, So,"only once. Afterwards the worn clothes were burnt. So you know, they need to supply lots of cloth for S"
206,2,499,Ġyou, you,"y once. Afterwards the worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa "
207,2,1440,Ġknow, know,"ce. Afterwards the worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca."
208,2,11,",",",","fterwards the worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. "
209,2,814,Ġthey, they,"terwards the worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As yo"
210,2,1205,Ġneed, need,"rds the worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As you kno"
211,2,311,Ġto, to,"he worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As you know c"
212,2,8312,Ġsupply, supply,"worn clothes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As you know chosen w"
213,2,10283,Ġlots, lots,"othes were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As you know chosen women "
214,2,315,Ġof, of," were burnt. So you know, they need to supply lots of cloth for Sapa Inca. As you know chosen women wer"
215,2,28392,Ġcloth, cloth,"re burnt. So you know, they need to supply lots of cloth for Sapa Inca. As you know chosen women were the "
216,2,369,Ġfor, for,"nt. So you know, they need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones"
217,2,328,ĠS, S,"So you know, they need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones w"
218,2,18826,apa,apa," you know, they need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones who "
219,2,763,ĠIn, In,"u know, they need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones who pre"
220,2,936,ca,ca,"now, they need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones who prepa"
221,2,13,.,.,"w, they need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones who prepar"
222,2,1666,ĠAs, As,", they need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones who prepared "
223,2,499,Ġyou, you,hey need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones who prepared clot
224,2,1440,Ġknow, know,need to supply lots of cloth for Sapa Inca. As you know chosen women were the ones who prepared clothes f
225,2,12146,Ġchosen, chosen,to supply lots of cloth for Sapa Inca. As you know chosen women were the ones who prepared clothes for Sapa
226,2,3278,Ġwomen, women,ly lots of cloth for Sapa Inca. As you know chosen women were the ones who prepared clothes for Sapa Inca.
227,2,1051,Ġwere, were,s of cloth for Sapa Inca. As you know chosen women were the ones who prepared clothes for Sapa Inca. So t
228,2,279,Ġthe, the,cloth for Sapa Inca. As you know chosen women were the ones who prepared clothes for Sapa Inca. So they 
229,2,6305,Ġones, ones,h for Sapa Inca. As you know chosen women were the ones who prepared clothes for Sapa Inca. So they had t
230,2,889,Ġwho, who, Sapa Inca. As you know chosen women were the ones who prepared clothes for Sapa Inca. So they had to re
231,2,10235,Ġprepared, prepared,a Inca. As you know chosen women were the ones who prepared clothes for Sapa Inca. So they had to remain busy
232,2,15447,Ġclothes, clothes,s you know chosen women were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this
233,2,369,Ġfor, for,ow chosen women were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this pur
234,2,328,ĠS, S,hosen women were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpo
235,2,18826,apa,apa,sen women were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose.
236,2,763,ĠIn, In, women were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. On
237,2,936,ca,ca,men were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only
238,2,13,.,.,n were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only 
239,2,2100,ĠSo, So, were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only the
240,2,814,Ġthey, they,re the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca
241,2,1047,Ġhad, had,e ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca cou
242,2,311,Ġto, to,es who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca could 
243,2,7293,Ġremain, remain,who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca could wear a 
244,2,13326,Ġbusy, busy,pared clothes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca could wear a headd
245,2,389,Ġon, on, clothes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca could wear a headdres
246,2,420,Ġthis, this,othes for Sapa Inca. So they had to remain busy on this purpose. Only the Inca could wear a headdress wit
247,2,7580,Ġpurpose, purpose, for Sapa Inca. So they had to remain busy on this purpose. Only the Inca could wear a headdress with his sp
248,2,13,.,.,a Inca. So they had to remain busy on this purpose. Only the Inca could wear a headdress with his spe
249,2,8442,ĠOnly, Only, Inca. So they had to remain busy on this purpose. Only the Inca could wear a headdress with his special 
250,2,279,Ġthe, the,. So they had to remain busy on this purpose. Only the Inca could wear a headdress with his special frin
251,2,763,ĠIn, In, they had to remain busy on this purpose. Only the Inca could wear a headdress with his special fringe 
252,2,936,ca,ca,ey had to remain busy on this purpose. Only the Inca could wear a headdress with his special fringe of
253,2,1436,Ġcould, could, had to remain busy on this purpose. Only the Inca could wear a headdress with his special fringe of gold 
254,2,10051,Ġwear, wear,o remain busy on this purpose. Only the Inca could wear a headdress with his special fringe of gold and f
255,2,264,Ġa, a,ain busy on this purpose. Only the Inca could wear a headdress with his special fringe of gold and fea
256,2,568,Ġhe, he,n busy on this purpose. Only the Inca could wear a headdress with his special fringe of gold and feathe
257,2,5102,address,address,usy on this purpose. Only the Inca could wear a headdress with his special fringe of gold and feathers.
258,2,449,Ġwith, with,this purpose. Only the Inca could wear a headdress with his special fringe of gold and feathers.
259,2,813,Ġhis, his,purpose. Only the Inca could wear a headdress with his special fringe of gold and feathers.
260,2,3361,Ġspecial, special,ose. Only the Inca could wear a headdress with his special fringe of gold and feathers.
261,2,55907,Ġfringe, fringe,y the Inca could wear a headdress with his special fringe of gold and feathers.
262,2,315,Ġof, of,nca could wear a headdress with his special fringe of gold and feathers.
263,2,6761,Ġgold, gold, could wear a headdress with his special fringe of gold and feathers.
264,2,323,Ġand, and,d wear a headdress with his special fringe of gold and feathers.
265,2,56994,Ġfeathers, feathers,ar a headdress with his special fringe of gold and feathers.
266,2,382,.ĊĊ,".

",dress with his special fringe of gold and feathers.
272,3,644,In,In,Inca Clothing .. During Inca period clothing was an 
273,3,936,ca,ca,Inca Clothing .. During Inca period clothing was an im
274,3,54758,ĠClothing, Clothing,Inca Clothing .. During Inca period clothing was an important a
275,3,5354,Ġ.., ..,Inca Clothing .. During Inca period clothing was an important aspe
276,3,12220,ĠDuring, During,Inca Clothing .. During Inca period clothing was an important aspect in t
277,3,763,ĠIn, In,Inca Clothing .. During Inca period clothing was an important aspect in thei
278,3,936,ca,ca,Inca Clothing .. During Inca period clothing was an important aspect in their 
279,3,4261,Ġperiod, period,Inca Clothing .. During Inca period clothing was an important aspect in their society
280,3,17895,Ġclothing, clothing,Inca Clothing .. During Inca period clothing was an important aspect in their society. Incas w
281,3,574,Ġwas, was,Inca Clothing .. During Inca period clothing was an important aspect in their society. Incas wore 
282,3,459,Ġan, an,Inca Clothing .. During Inca period clothing was an important aspect in their society. Incas wore clo
283,3,3062,Ġimportant, important,nca Clothing .. During Inca period clothing was an important aspect in their society. Incas wore clothes accor
284,3,13189,Ġaspect, aspect,ng .. During Inca period clothing was an important aspect in their society. Incas wore clothes according to
285,3,304,Ġin, in,uring Inca period clothing was an important aspect in their society. Incas wore clothes according to th
286,3,872,Ġtheir, their,ng Inca period clothing was an important aspect in their society. Incas wore clothes according to their po
287,3,8396,Ġsociety, society,a period clothing was an important aspect in their society. Incas wore clothes according to their position i
288,3,13,.,., clothing was an important aspect in their society. Incas wore clothes according to their position in
289,3,4953,ĠInc, Inc,clothing was an important aspect in their society. Incas wore clothes according to their position in the
290,3,300,as,as,hing was an important aspect in their society. Incas wore clothes according to their position in the s
291,3,28670,Ġwore, wore,ng was an important aspect in their society. Incas wore clothes according to their position in the societ
292,3,15447,Ġclothes, clothes,s an important aspect in their society. Incas wore clothes according to their position in the society. The N
293,3,4184,Ġaccording, according,ortant aspect in their society. Incas wore clothes according to their position in the society. The Nobles wore
294,3,311,Ġto, to,ect in their society. Incas wore clothes according to their position in the society. The Nobles wore fa
295,3,872,Ġtheir, their, in their society. Incas wore clothes according to their position in the society. The Nobles wore far bett
296,3,2361,Ġposition, position,eir society. Incas wore clothes according to their position in the society. The Nobles wore far better qualit
297,3,304,Ġin, in,ty. Incas wore clothes according to their position in the society. The Nobles wore far better quality t
298,3,279,Ġthe, the, Incas wore clothes according to their position in the society. The Nobles wore far better quality than 
299,3,8396,Ġsociety, society,as wore clothes according to their position in the society. The Nobles wore far better quality than the gene
300,3,13,.,.,clothes according to their position in the society. The Nobles wore far better quality than the gener
301,3,578,ĠThe, The,lothes according to their position in the society. The Nobles wore far better quality than the general I
302,3,19554,ĠNob, Nob,es according to their position in the society. The Nobles wore far better quality than the general India
303,3,645,les,les,ccording to their position in the society. The Nobles wore far better quality than the general Indians.
304,3,28670,Ġwore, wore,rding to their position in the society. The Nobles wore far better quality than the general Indians. But 
305,3,3117,Ġfar, far, to their position in the society. The Nobles wore far better quality than the general Indians. But the 
306,3,2731,Ġbetter, better,their position in the society. The Nobles wore far better quality than the general Indians. But the basic o
307,3,4367,Ġquality, quality,osition in the society. The Nobles wore far better quality than the general Indians. But the basic of the cl
308,3,1109,Ġthan, than,in the society. The Nobles wore far better quality than the general Indians. But the basic of the clothes
309,3,279,Ġthe, the,e society. The Nobles wore far better quality than the general Indians. But the basic of the clothes wer
310,3,4689,Ġgeneral, general,ciety. The Nobles wore far better quality than the general Indians. But the basic of the clothes were almost
311,3,30507,ĠIndians, Indians,he Nobles wore far better quality than the general Indians. But the basic of the clothes were almost same. I
312,3,13,.,.,s wore far better quality than the general Indians. But the basic of the clothes were almost same. In
313,3,2030,ĠBut, But, wore far better quality than the general Indians. But the basic of the clothes were almost same. Inca m
314,3,279,Ġthe, the,e far better quality than the general Indians. But the basic of the clothes were almost same. Inca men w
315,3,6913,Ġbasic, basic,r better quality than the general Indians. But the basic of the clothes were almost same. Inca men wore si
316,3,315,Ġof, of,er quality than the general Indians. But the basic of the clothes were almost same. Inca men wore simpl
317,3,279,Ġthe, the,quality than the general Indians. But the basic of the clothes were almost same. Inca men wore simple tu
318,3,15447,Ġclothes, clothes,ity than the general Indians. But the basic of the clothes were almost same. Inca men wore simple tunics. Th
319,3,1051,Ġwere, were, the general Indians. But the basic of the clothes were almost same. Inca men wore simple tunics. The len
320,3,4661,Ġalmost, almost,general Indians. But the basic of the clothes were almost same. Inca men wore simple tunics. The length of 
321,3,1890,Ġsame, same, Indians. But the basic of the clothes were almost same. Inca men wore simple tunics. The length of the t
322,3,13,.,.,ans. But the basic of the clothes were almost same. Inca men wore simple tunics. The length of the tu
323,3,763,ĠIn, In,ns. But the basic of the clothes were almost same. Inca men wore simple tunics. The length of the tunic
324,3,936,ca,ca, But the basic of the clothes were almost same. Inca men wore simple tunics. The length of the tunic w
325,3,3026,Ġmen, men,ut the basic of the clothes were almost same. Inca men wore simple tunics. The length of the tunic were 
326,3,28670,Ġwore, wore,he basic of the clothes were almost same. Inca men wore simple tunics. The length of the tunic were a bit
327,3,4382,Ġsimple, simple,sic of the clothes were almost same. Inca men wore simple tunics. The length of the tunic were a bit long. 
328,3,11716,Ġtun, tun,the clothes were almost same. Inca men wore simple tunics. The length of the tunic were a bit long. It r
329,3,1233,ics,ics,clothes were almost same. Inca men wore simple tunics. The length of the tunic were a bit long. It reac
330,3,13,.,.,thes were almost same. Inca men wore simple tunics. The length of the tunic were a bit long. It reach
331,3,578,ĠThe, The,hes were almost same. Inca men wore simple tunics. The length of the tunic were a bit long. It reached u
332,3,3160,Ġlength, length,were almost same. Inca men wore simple tunics. The length of the tunic were a bit long. It reached up to th
333,3,315,Ġof, of,most same. Inca men wore simple tunics. The length of the tunic were a bit long. It reached up to their
334,3,279,Ġthe, the,t same. Inca men wore simple tunics. The length of the tunic were a bit long. It reached up to their kne
335,3,259,Ġt, t,me. Inca men wore simple tunics. The length of the tunic were a bit long. It reached up to their knee.
336,3,3609,unic,unic,. Inca men wore simple tunics. The length of the tunic were a bit long. It reached up to their knee. The
337,3,1051,Ġwere, were,ca men wore simple tunics. The length of the tunic were a bit long. It reached up to their knee. The wome
338,3,264,Ġa, a,n wore simple tunics. The length of the tunic were a bit long. It reached up to their knee. The women 
339,3,2766,Ġbit, bit,wore simple tunics. The length of the tunic were a bit long. It reached up to their knee. The women wore
340,3,1317,Ġlong, long, simple tunics. The length of the tunic were a bit long. It reached up to their knee. The women wore skir
341,3,13,.,.,le tunics. The length of the tunic were a bit long. It reached up to their knee. The women wore skirt
342,3,1102,ĠIt, It,e tunics. The length of the tunic were a bit long. It reached up to their knee. The women wore skirt. S
343,3,8813,Ġreached, reached,unics. The length of the tunic were a bit long. It reached up to their knee. The women wore skirt. Skirts we
344,3,709,Ġup, up,he length of the tunic were a bit long. It reached up to their knee. The women wore skirt. Skirts were 
345,3,311,Ġto, to,length of the tunic were a bit long. It reached up to their knee. The women wore skirt. Skirts were usu
346,3,872,Ġtheir, their,gth of the tunic were a bit long. It reached up to their knee. The women wore skirt. Skirts were usually f
347,3,22095,Ġknee, knee, the tunic were a bit long. It reached up to their knee. The women wore skirt. Skirts were usually full l
