case,trace,step,rank,candidate_id,candidate,logit,probability,is_chosen
onion_time,00012.npz,126,3,927, over,22.875,0.10698390752077103,0
onion_time,00012.npz,126,4,320, (,21.875,0.039357177913188934,0
onion_time,00012.npz,126,5,11,",",21.75,0.03473258763551712,0
onion_time,00012.npz,127,1,220, ,26.875,0.4188864827156067,1
onion_time,00012.npz,127,2,459, an,26.75,0.3696660101413727,0
onion_time,00012.npz,127,3,2500, another,25.5,0.10591108351945877,0
onion_time,00012.npz,127,4,264, a,25.375,0.09346620738506317,0
onion_time,00012.npz,127,5,5217, additional,22.5,0.005273002665489912,0
onion_time,00012.npz,128,1,605,10,26.25,0.7918999791145325,1
onion_time,00012.npz,128,2,16,1,24.875,0.2002236545085907,0
onion_time,00012.npz,128,3,20,5,20.875,0.003667224431410432,0
onion_time,00012.npz,128,4,17,2,20.625,0.002856037113815546,0
onion_time,00012.npz,128,5,717,12,19.375,0.000818268395960331,0
onion_time,00012.npz,129,1,311, to,32.0,0.9706022143363953,1
onion_time,00012.npz,129,2,12,-,28.5,0.029309645295143127,0
onion_time,00012.npz,129,3,4520, minutes,22.0,4.406526932143606e-05,0
onion_time,00012.npz,129,4,482, -,21.75,3.431806908338331e-05,0
onion_time,00012.npz,129,5,810, more,19.875,5.262846570985857e-06,0
onion_time,00012.npz,130,1,220, ,30.5,0.9998722076416016,1
onion_time,00012.npz,130,2,717,12,21.375,0.00010889486293308437,0
onion_time,00012.npz,130,3,5217, additional,19.0,1.0128798749065027e-05,0
onion_time,00012.npz,130,4,810, more,17.875,3.288339712526067e-06,0
onion_time,00012.npz,130,5,4520, minutes,16.375,7.337276883845334e-07,0
onion_time,00012.npz,131,1,717,12,30.125,0.9952259063720703,1
onion_time,00012.npz,131,2,220, ,24.75,0.004608810413628817,0
onion_time,00012.npz,131,3,868,15,20.375,5.801635779789649e-05,0
onion_time,00012.npz,131,4,508,20,20.25,5.119925845065154e-05,0
onion_time,00012.npz,131,5,975,14,19.875,3.5188699257560074e-05,0
onion_time,00012.npz,132,1,4520, minutes,32.0,0.9925738573074341,1
onion_time,00012.npz,132,2,810, more,27.0,0.006687909830361605,0
onion_time,00012.npz,132,3,5217, additional,24.75,0.0007049004198051989,0
onion_time,00012.npz,132,4,5066, extra,21.0,1.657767097640317e-05,0
onion_time,00012.npz,132,5,220, ,20.25,7.830736649339087e-06,0
headdress,00006.npz,25,1,2435, They,20.5,0.5454615950584412,1
headdress,00006.npz,25,2,578, The,19.75,0.2576577663421631,0
headdress,00006.npz,25,3,54758, Clothing,18.0,0.04477420821785927,0
headdress,00006.npz,25,4,11258, Men,17.875,0.039513103663921356,0
headdress,00006.npz,25,5,4815," 

",17.625,0.03077283315360546,0
headdress,00006.npz,26,1,1051, were,23.625,0.5304521322250366,1
headdress,00006.npz,26,2,28670, wore,23.0,0.28393054008483887,0
headdress,00006.npz,26,3,5762, held,21.625,0.07178888469934464,0
headdress,00006.npz,26,4,44660, consisted,21.125,0.04354216530919075,0
headdress,00006.npz,26,5,11383, typically,20.75,0.029926059767603874,0
headdress,00006.npz,27,1,5762, held,22.75,0.7363811731338501,1
headdress,00006.npz,27,2,24634, worn,20.375,0.06849411875009537,0
headdress,00006.npz,27,3,6118, usually,20.25,0.06044584885239601,0
headdress,00006.npz,27,4,11383, typically,20.125,0.0533432699739933,0
headdress,00006.npz,27,5,1903, made,20.0,0.04707527533173561,0
headdress,00006.npz,28,1,3871, together,35.0,0.9999770522117615,1
headdress,00006.npz,28,2,555, by,23.875,1.4738862773810979e-05,0
headdress,00006.npz,28,3,304, in,22.875,5.422124104370596e-06,0
headdress,00006.npz,28,4,449, with,22.0,2.260277597088134e-06,0
headdress,00006.npz,28,5,4459, whole,19.375,1.6373397215829755e-07,0
headdress,00006.npz,29,1,555, by,35.25,0.9668993353843689,1
headdress,00006.npz,29,2,449, with,31.875,0.033085476607084274,0
headdress,00006.npz,29,3,1701, using,24.25,1.6148864233400673e-05,0
headdress,00006.npz,29,4,323, and,19.25,1.0881019107955581e-07,0
headdress,00006.npz,29,5,14918, mainly,18.75,6.599671564799792e-08,0
headdress,00006.npz,30,1,3544, large,32.75,0.8807883858680725,1
headdress,00006.npz,30,2,9501, metal,30.75,0.11920174211263657,0
headdress,00006.npz,30,3,46258, metallic,20.375,3.719438154803356e-06,0
headdress,00006.npz,30,4,28042, pins,19.5,1.5504924704146106e-06,0
headdress,00006.npz,30,5,2678, small,19.125,1.0656368658601423e-06,0
headdress,00006.npz,31,1,9501, metal,37.0,1.0,1
headdress,00006.npz,31,2,28042, pins,22.625,5.71500777368783e-07,0
headdress,00006.npz,31,3,46258, metallic,20.5,6.825602838489431e-08,0
headdress,00006.npz,31,4,19757, Metal,18.75,1.1861119197931203e-08,0
headdress,00006.npz,31,5,55108,metal,18.5,9.23744991609965e-09,0
headdress,00006.npz,32,1,28042, pins,36.75,1.0,1
headdress,00006.npz,32,2,75658,pins,22.0,3.92786347447327e-07,0
headdress,00006.npz,32,3,70350, Pins,20.25,6.825602838489431e-08,0
headdress,00006.npz,32,4,9160, pin,19.375,2.8453348122070565e-08,0
headdress,00006.npz,32,5,48809, pinned,18.0,7.194132845000922e-09,0
headdress,00006.npz,33,1,13,.,29.75,0.5612092018127441,0
headdress,00006.npz,33,2,323, and,29.25,0.3403905928134918,1
headdress,00006.npz,33,3,11,",",28.0,0.097523532807827,0
headdress,00006.npz,33,4,382,".

",22.5,0.0003985564108006656,0
headdress,00006.npz,33,5,369, for,22.125,0.00027392353513278067,0
headdress,00006.npz,34,1,1051, were,17.375,0.1757921725511551,0
headdress,00006.npz,34,2,24634, worn,17.375,0.1757921725511551,0
headdress,00006.npz,34,3,3782, came,17.25,0.15513603389263153,0
headdress,00006.npz,34,4,44660, consisted,17.125,0.13690707087516785,0
headdress,00006.npz,34,5,279, the,16.625,0.083038330078125,0
headdress,00006.npz,35,1,4459, whole,18.75,0.44603073596954346,0
headdress,00006.npz,35,2,264, a,17.5,0.1277899444103241,1
headdress,00006.npz,35,3,1124, them,17.25,0.0995229184627533,0
headdress,00006.npz,35,4,4184, according,16.875,0.068401038646698,0
headdress,00006.npz,35,5,872, their,16.375,0.041487324982881546,0
headdress,00006.npz,36,1,4382, simple,18.875,0.20722626149654388,0
headdress,00006.npz,36,2,62494, cloak,18.875,0.20722626149654388,0
headdress,00006.npz,36,3,6913, basic,18.5,0.14242438971996307,0
headdress,00006.npz,36,4,259, t,18.375,0.1256890743970871,0
headdress,00006.npz,36,5,4528, similar,17.625,0.05937131121754646,0
headdress,00006.npz,37,1,5102,address,29.5,0.9998912811279297,1
headdress,00006.npz,37,2,54889,addresses,20.0,7.484369416488335e-05,0
headdress,00006.npz,37,3,723,add,18.125,1.147765124187572e-05,0
headdress,00006.npz,37,4,2686, address,17.625,6.961547569517279e-06,0
headdress,00006.npz,37,5,4383,Address,16.375,1.994516878767172e-06,0
headdress,00006.npz,38,1,449, with,25.25,0.9810267686843872,1
headdress,00006.npz,38,2,11,",",20.625,0.009617648087441921,0
headdress,00006.npz,38,3,369, for,19.125,0.002145987469702959,0
headdress,00006.npz,38,4,1903, made,18.25,0.0008945806184783578,0
headdress,00006.npz,38,5,13,.,18.25,0.0008945806184783578,0
headdress,00006.npz,39,1,264, a,24.5,0.8229243755340576,1
headdress,00006.npz,39,2,6761, gold,22.0,0.06754974275827408,0
headdress,00006.npz,39,3,55907, fringe,21.625,0.04642621427774429,0
headdress,00006.npz,39,4,872, their,21.5,0.04097099229693413,0
headdress,00006.npz,39,5,3361, special,20.625,0.017079249024391174,0
headdress,00006.npz,40,1,3361, special,25.75,0.7093969583511353,1
headdress,00006.npz,40,2,55907, fringe,24.75,0.2609725892543793,0
headdress,00006.npz,40,3,6761, gold,22.5,0.027506306767463684,0
headdress,00006.npz,40,4,5016, unique,18.625,0.0005708752432838082,0
headdress,00006.npz,40,5,3230, specific,18.5,0.000503795628901571,0
headdress,00006.npz,41,1,55907, fringe,30.625,0.999855101108551,1
headdress,00006.npz,41,2,6761, gold,21.75,0.00013982134987600148,0
headdress,00006.npz,41,3,21411, golden,17.0,1.2096917316739564e-06,0
headdress,00006.npz,41,4,1448, fr,17.0,1.2096917316739564e-06,0
headdress,00006.npz,41,5,259, t,15.1875,1.9747675139569765e-07,0
headdress,00006.npz,42,1,315, of,29.375,0.9953587055206299,1
headdress,00006.npz,42,2,1903, made,23.625,0.003168008755892515,0
headdress,00006.npz,42,3,369, for,21.875,0.0005505174049176276,0
headdress,00006.npz,42,4,13,.,21.75,0.0004858298634644598,0
headdress,00006.npz,42,5,11,",",21.25,0.00029467069543898106,0
headdress,00006.npz,43,1,6761, gold,29.75,0.9999770522117615,1
headdress,00006.npz,43,2,56994, feathers,18.25,1.01298619483714e-05,0
headdress,00006.npz,43,3,21411, golden,17.125,3.28868486576539e-06,0
headdress,00006.npz,43,4,872, their,16.625,1.994687863771105e-06,0
headdress,00006.npz,43,5,220, ,16.5,1.7603060769033618e-06,0
headdress,00006.npz,44,1,323, and,30.25,0.999639630317688,1
headdress,00006.npz,44,2,13,.,21.5,0.0001584042183822021,0
headdress,00006.npz,44,3,11,",",21.25,0.00012336531654000282,0
headdress,00006.npz,44,4,369, for,20.125,4.005085429525934e-05,0
headdress,00006.npz,44,5,477, or,19.0,1.3002609193790704e-05,0
headdress,00006.npz,45,1,56994, feathers,28.5,0.9999427199363708,1
headdress,00006.npz,45,2,4519, features,17.5,1.6700743799447082e-05,0
headdress,00006.npz,45,3,50876, feather,17.25,1.3006552762817591e-05,0
headdress,00006.npz,45,4,15310, silver,17.125,1.1478243322926573e-05,0
headdress,00006.npz,45,5,1172, fe,15.4375,2.123261538145016e-06,0
headdress,00006.npz,46,1,13,.,23.125,0.5310352444648743,1
headdress,00006.npz,46,2,11,",",22.625,0.32208913564682007,0
headdress,00006.npz,46,3,320, (,20.625,0.04359002783894539,0
headdress,00006.npz,46,4,369, for,20.0,0.023332059383392334,0
headdress,00006.npz,46,5,574, was,19.75,0.018171025440096855,0
clothes_lengths,00007.npz,18,1,2435, They,21.625,0.6366821527481079,1
clothes_lengths,00007.npz,18,2,578, The,20.75,0.26540863513946533,0
clothes_lengths,00007.npz,18,3,11258, Men,18.0,0.016967004165053368,0
clothes_lengths,00007.npz,18,4,54758, Clothing,18.0,0.016967004165053368,0
clothes_lengths,00007.npz,18,5,4815," 

",17.625,0.011661241762340069,0
clothes_lengths,00007.npz,19,1,1051, were,22.125,0.5104666352272034,0
clothes_lengths,00007.npz,19,2,28670, wore,21.375,0.2411273568868637,1
clothes_lengths,00007.npz,19,3,44660, consisted,20.25,0.07828258723020554,0
clothes_lengths,00007.npz,19,4,3782, came,20.25,0.07828258723020554,0
clothes_lengths,00007.npz,19,5,1047, had,18.75,0.017467206344008446,0
clothes_lengths,00007.npz,20,1,4382, simple,21.125,0.3542007803916931,0
clothes_lengths,00007.npz,20,2,11716, tun,20.75,0.24343837797641754,1
clothes_lengths,00007.npz,20,3,4459, whole,19.625,0.07903287559747696,0
clothes_lengths,00007.npz,20,4,1124, them,19.375,0.06155086308717728,0
clothes_lengths,00007.npz,20,5,279, the,19.125,0.047935858368873596,0
clothes_lengths,00007.npz,21,1,1233,ics,34.5,1.0,1
clothes_lengths,00007.npz,21,2,2857,ks,19.125,2.1024337115704839e-07,0
clothes_lengths,00007.npz,21,3,3074,ica,17.0,2.51099923076481e-08,0
clothes_lengths,00007.npz,21,4,552,ies,16.75,1.9555681518568235e-08,0
clothes_lengths,00007.npz,21,5,77,n,16.625,1.7257828943684217e-08,0
clothes_lengths,00007.npz,22,1,320, (,25.25,0.3884024918079376,0
clothes_lengths,00007.npz,22,2,323, and,24.75,0.2355780154466629,1
clothes_lengths,00007.npz,22,3,11,",",24.5,0.18346835672855377,0
clothes_lengths,00007.npz,22,4,430, that,24.25,0.14288529753684998,0
clothes_lengths,00007.npz,22,5,477, or,22.5,0.024829743430018425,0
clothes_lengths,00007.npz,23,1,5405, clo,22.5,0.6506354808807373,1
clothes_lengths,00007.npz,23,2,77305, skirts,21.75,0.3073384463787079,0
clothes_lengths,00007.npz,23,3,2107, cap,19.125,0.02226352132856846,0
clothes_lengths,00007.npz,23,4,19079, caps,17.5,0.004383947234600782,0
clothes_lengths,00007.npz,23,5,15395, kil,17.25,0.0034142215736210346,0
clothes_lengths,00007.npz,24,1,10011,aks,32.0,0.9998970031738281,1
clothes_lengths,00007.npz,24,2,17323,ths,22.625,8.480950054945424e-05,0
clothes_lengths,00007.npz,24,3,7897,aked,20.875,1.4737680430698674e-05,0
clothes_lengths,00007.npz,24,4,2857,ks,18.5,1.3708178130400483e-06,0
clothes_lengths,00007.npz,24,5,2094,akes,17.625,5.714418875868432e-07,0
clothes_lengths,00007.npz,25,1,11,",",24.625,0.7835417985916138,1
clothes_lengths,00007.npz,25,2,369, for,22.5,0.09358073025941849,0
clothes_lengths,00007.npz,25,3,449, with,21.75,0.044204406440258026,0
clothes_lengths,00007.npz,25,4,320, (,21.375,0.030381212010979652,0
clothes_lengths,00007.npz,25,5,1903, made,20.75,0.016261892393231392,0
clothes_lengths,00007.npz,26,1,449, with,23.125,0.7309321761131287,1
clothes_lengths,00007.npz,26,2,323, and,21.375,0.12701696157455444,0
clothes_lengths,00007.npz,26,3,1418, while,21.25,0.11209207028150558,0
clothes_lengths,00007.npz,26,4,902, which,18.625,0.008119923062622547,0
clothes_lengths,00007.npz,26,5,3629, often,18.375,0.0063238018192350864,0
clothes_lengths,00007.npz,27,1,3026, men,19.0,0.3594980537891388,0
clothes_lengths,00007.npz,27,2,279, the,18.375,0.1924254298210144,0
clothes_lengths,00007.npz,27,3,13348, nob,17.875,0.11671193689107895,0
clothes_lengths,00007.npz,27,4,11716, tun,16.875,0.042935922741889954,0
clothes_lengths,00007.npz,27,5,259, t,16.75,0.03789081797003746,1
clothes_lengths,00007.npz,28,1,3609,unic,21.625,0.9040262699127197,1
clothes_lengths,00007.npz,28,2,395,ass,19.25,0.0840875506401062,0
clothes_lengths,00007.npz,28,3,1371,unc,15.3125,0.0016394461272284389,0
clothes_lengths,00007.npz,28,4,359,un,15.1875,0.0014468060107901692,0
clothes_lengths,00007.npz,28,5,18931,unci,14.875,0.0010585059644654393,0
clothes_lengths,00007.npz,29,1,19261, reaching,21.5,0.4367201626300812,0
clothes_lengths,00007.npz,29,2,3160, length,21.125,0.30015310645103455,0
clothes_lengths,00007.npz,29,3,29416, lengths,20.875,0.23375946283340454,1
clothes_lengths,00007.npz,29,4,1694, being,17.5,0.007998809218406677,0
clothes_lengths,00007.npz,29,5,596,'s,17.25,0.00622947933152318,0
clothes_lengths,00007.npz,30,1,19261, reaching,26.875,0.9846842288970947,1
clothes_lengths,00007.npz,30,2,709, up,21.625,0.005167148541659117,0
clothes_lengths,00007.npz,30,3,11383, typically,21.0,0.002765775192528963,0
clothes_lengths,00007.npz,30,4,6118, usually,21.0,0.002765775192528963,0
clothes_lengths,00007.npz,30,5,3629, often,20.5,0.0016775275580585003,0
clothes_lengths,00007.npz,31,1,709, up,28.375,0.8634905219078064,1
clothes_lengths,00007.npz,31,2,279, the,26.375,0.11686072498559952,0
clothes_lengths,00007.npz,31,3,872, their,23.625,0.007470656652003527,0
clothes_lengths,00007.npz,31,4,311, to,23.125,0.00453118234872818,0
clothes_lengths,00007.npz,31,5,1523, down,22.875,0.0035288881044834852,0
clothes_lengths,00007.npz,32,1,311, to,27.625,0.9998874664306641,1
clothes_lengths,00007.npz,32,2,279, the,17.375,3.535352152539417e-05,0
clothes_lengths,00007.npz,32,3,4791,-to,17.0,2.4298096832353622e-05,0
clothes_lengths,00007.npz,32,4,3156, until,16.25,1.1477608495624736e-05,0
clothes_lengths,00007.npz,32,5,220, ,15.9375,8.39719723444432e-06,0
clothes_lengths,00007.npz,33,1,279, the,29.875,0.9370937347412109,1
clothes_lengths,00007.npz,33,2,872, their,27.125,0.059906404465436935,0
clothes_lengths,00007.npz,33,3,22095, knee,23.875,0.0023228232748806477,0
clothes_lengths,00007.npz,33,4,3026, men,22.25,0.000457391026429832,0
clothes_lengths,00007.npz,33,5,31624, knees,21.25,0.00016826475621201098,0
clothes_lengths,00007.npz,34,1,22095, knee,28.75,0.9039555788040161,1
clothes_lengths,00007.npz,34,2,31624, knees,26.5,0.09527622163295746,0
clothes_lengths,00007.npz,34,3,14174, kne,21.5,0.0006419661222025752,0
clothes_lengths,00007.npz,34,4,3026, men,19.5,8.688066009199247e-05,0
clothes_lengths,00007.npz,34,5,98312, Knee,17.25,9.157154636341147e-06,0
clothes_lengths,00007.npz,35,1,369, for,28.625,0.36831191182136536,0
clothes_lengths,00007.npz,35,2,323, and,28.5,0.32503414154052734,0
clothes_lengths,00007.npz,35,3,11,",",28.125,0.22339247167110443,1
clothes_lengths,00007.npz,35,4,13,.,27.0,0.07252491265535355,0
clothes_lengths,00007.npz,35,5,304, in,24.875,0.008661866188049316,0
clothes_lengths,00007.npz,36,1,323, and,24.75,0.9662595987319946,1
clothes_lengths,00007.npz,36,2,1418, while,21.125,0.025749947875738144,0
clothes_lengths,00007.npz,36,3,77305, skirts,18.625,0.002113684546202421,0
clothes_lengths,00007.npz,36,4,2539, full,18.5,0.0018653199076652527,0
clothes_lengths,00007.npz,36,5,3629, often,17.375,0.0006055807461962104,0
clothes_lengths,00007.npz,37,1,77305, skirts,19.5,0.38766610622406006,1
clothes_lengths,00007.npz,37,2,3278, women,19.0,0.2351313680410385,0
clothes_lengths,00007.npz,37,3,2539, full,18.875,0.20750272274017334,0
clothes_lengths,00007.npz,37,4,28670, wore,17.125,0.036058567464351654,0
clothes_lengths,00007.npz,37,5,5405, clo,16.875,0.028082439675927162,0
clothes_lengths,00007.npz,38,1,430, that,25.0,0.7501620054244995,1
clothes_lengths,00007.npz,38,2,18702, covering,23.0,0.10152339190244675,0
clothes_lengths,00007.npz,38,3,19261, reaching,22.375,0.05434155836701393,0
clothes_lengths,00007.npz,38,4,369, for,22.125,0.04232124611735344,0
clothes_lengths,00007.npz,38,5,902, which,21.625,0.02566913142800331,0
clothes_lengths,00007.npz,39,1,9960, covered,27.125,0.8594975471496582,1
clothes_lengths,00007.npz,39,2,1051, were,24.75,0.07994572818279266,0
clothes_lengths,00007.npz,39,3,8813, reached,24.375,0.054945845156908035,0
clothes_lengths,00007.npz,39,4,6118, usually,21.375,0.0027355924248695374,0
clothes_lengths,00007.npz,39,5,4024, went,20.875,0.0016592207830399275,0
clothes_lengths,00007.npz,40,1,709, up,29.75,0.6163277626037598,1
clothes_lengths,00007.npz,40,2,279, the,29.25,0.3738216459751129,0
clothes_lengths,00007.npz,40,3,311, to,25.25,0.006846782751381397,0
clothes_lengths,00007.npz,40,4,872, their,23.5,0.0011897924123331904,0
clothes_lengths,00007.npz,40,5,1523, down,23.0,0.0007216455996967852,0
clothes_lengths,00007.npz,41,1,311, to,33.0,0.999969482421875,1
clothes_lengths,00007.npz,41,2,279, the,22.375,2.4300088625750504e-05,0
clothes_lengths,00007.npz,41,3,90713, ankles,20.125,2.5612107492634095e-06,0
clothes_lengths,00007.npz,41,4,872, their,19.0,8.315033710459829e-07,0
clothes_lengths,00007.npz,41,5,39448, ankle,18.5,5.04332263062679e-07,0
