step,query_step,query_position,query,token,shift,revisit,threshold,active,event,top1_probability,top2_margin,logit_entropy
113,112,647, cooking, in,43.290042412968525,4.595564642989673,11.240115065995036,0,0,0.8788803,2.25,0.70632887
114,113,648, in, a,30.87475623739807,2.519907625166097,11.240115065995036,0,0,0.97619987,3.875,0.18445991
115,114,649, a, pot,32.51865698348098,3.6971582007012653,11.240115065995036,0,0,0.99853814,6.875,0.018539831
116,115,650, pot,",",43.3065645000381,6.034928017671524,9.931463693282632,0,0,0.5195378,0.125,1.1566676
117,116,651,",", remove,57.948166759559385,11.098817937285345,8.36596573836495,1,1,0.29905364,0.375,3.1074433
118,117,652, remove, the,69.27014287329746,18.263779473573074,12.163883178075316,1,0,0.9976605,6.375,0.026689686
119,118,653, the, br,37.26094819117395,5.140514472008325,16.08525404372719,0,0,0.77478707,1.25,0.80346596
120,119,654, br,ats,51.87906914627611,8.482938197668684,16.08525404372719,0,0,0.99992746,9.875,0.001235777
121,120,655,ats, and,53.52113218319097,7.302555952207529,16.08525404372719,0,0,0.4706273,0.125,1.461139
122,121,656, and, continue,43.993593436816724,5.999221777665282,16.08525404372719,0,0,0.6943981,1.375,1.4888647
123,122,657, continue, cooking,45.52201865408876,5.117426790667143,16.08525404372719,0,0,0.86035377,1.875,0.6331064
124,123,658, cooking, the,32.90825288791028,2.5380348105831954,16.08525404372719,0,0,0.9995023,7.625,0.0062855757
125,124,659, the, onions,39.98646124753975,4.77018376172806,16.08525404372719,0,0,0.9915312,5.125,0.08020134
126,125,660, onions, over,48.06393366995739,7.217331971793456,16.08525404372719,0,0,0.3940309,0.125,2.1814594
127,126,661, over, low,49.05056254141553,7.143150249881472,16.08525404372719,0,0,0.99915725,7.125,0.010119819
128,127,662, low, heat,46.533332671699675,7.122107732724241,16.08525404372719,0,0,0.99971396,8.625,0.004274482
129,128,663, heat,".
",41.92686591437629,5.1901031125930475,12.890058321357277,0,0,0.39482987,0.0,1.9576305
130,129,664,".
",5,71.32415767389297,13.452733730238466,12.890058321357277,1,1,0.9981611,6.875,0.024591165
131,130,665,5,.,50.60529741718082,6.540934264639492,14.655495166072118,0,0,0.9999675,11.375,0.0006905587
132,131,666,., Serve,46.72154730082366,5.604487795782477,14.655495166072118,0,0,0.6274501,1.0,1.8683314
133,132,667, Serve, the,62.199442559688414,10.285165025226839,14.655495166072118,0,0,0.89227813,2.125,0.50403607
134,133,668, the, br,42.89483073224848,4.318788341755592,14.655495166072118,0,0,0.733362,1.375,1.1044568
135,134,669, br,ats,63.00155148741822,9.197097882323522,11.077057201479745,0,0,0.9999047,9.625,0.0015915823
136,135,670,ats, with,73.76505401454538,12.48506876205259,11.077057201479745,1,1,0.9825249,4.125,0.13819993
137,136,671, with, the,50.03989044165678,7.006111725764217,12.72698500409906,0,0,0.99491084,5.5,0.05066686
138,137,672, the, beer,37.39999270440252,3.684385639274158,12.72698500409906,0,0,0.9752601,3.75,0.18289383
139,138,673, beer, mixture,52.8605241617655,7.610107653682938,12.72698500409906,0,0,0.99561894,6.25,0.0514764
140,139,674, mixture, as,38.64971573949485,3.0036292041268684,12.72698500409906,0,0,0.84085983,1.75,0.7223119
141,140,675, as, a,35.1567130990663,2.9678743115898483,12.72698500409906,0,0,0.9999027,10.0,0.001631586
142,141,676, a, topping,37.409955622000965,3.576991234111258,12.72698500409906,0,0,0.9999084,9.375,0.0014400344
143,142,677, topping, or,40.77382164232384,2.942266761594376,12.72698500409906,0,0,0.99997336,11.5,0.000492713
144,143,678, or, side,35.55357876689939,2.8914580687112226,12.72698500409906,0,0,0.9999962,12.625,8.198367e-05
145,144,679, side,.,49.55267285822062,6.652636568251575,12.72698500409906,0,0,0.5184697,0.25,1.422976
146,145,680,.,<|eot_id|>,49.77395517861429,5.247369450763547,12.72698500409906,0,0,0.984874,4.25,0.123498626
